ID	Tweet	차원에 영향을	강도 클래스
2017-JA-30046	@JackHoward가 새로운 콘텐츠를 제작 할 때마다 기꺼이 숭배하는 사랑입니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30400	@DailyMailCeleb @KTHopkins Katie 당신 자신을 '정상'으로 표현하는 방법을 사랑 해요. 정말 당신은 무엇이든 있습니다! # hilarious # 변경없이	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30099	@followAdamA 최근 짹짹을 생각해 보면 이곳이 하나 좋은 # 전체 # 불쾌한 # 스피치리스 # deal	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30247	그것은 남자가 저글링하는 방법을 몰랐던 것은 아니지만, 그는 그렇게 공을 가지고 있지 않다. \ n # 부드러운 #pun #punny # lol	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30530	지금은 @wxpnfm에 돌아와 오늘 내 스튜디오에서 @mannequinpussy를 범하고 말았습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30974	나는 그들의 즐거운 일이 같은 역할을 영광으로 생각하고 있습니다. 잘하면 내가	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31538	맑은 빛을 발하는 소변의 흐름을 비추는 빛은 여자가 결코 모르는 광경입니다 (시스템이 건강하다는 것도 알려줍니다).	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31335	오늘은 여러분에게 참가해 주셔서 감사합니다. 메뉴는 맛있는 영국 요리가 몇 가지 있습니다. # 맥주 클럽	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30001	아, 안녕하세요 절대적인 기쁨의 저녁 나는 계속 웃고 있다고 생각하지 않습니다! 😂	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30625	어린이의 진화에서 미리 준비해두면 행복하고 풍성한 상황이 생깁니다 : CMmyd	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30136	심플하게 산다. 큰 꿈. 감사합니다. 사랑을 준다. 많이 웃고 있습니다. - 불명 # quote # 숨통 # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31289	맹세, 지금까지 가장 경쾌 엉덩이를 얻었습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31014	내 @timehop은 말 그대로 2 년 전부터 게시물을보고 나중에 싫은	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31115	@ JessicaZ00 @ZRlondon처럼! 그런 놀라운 분위기! #PhilippPlein #cheerleaders #stunt # LondonEvents	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31534	kurt 그대로 나야 .. 그것은 나쁜가요?	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30759	#Rwanda의 Gloriosa Bazigaga 일 : "나는 대량 학살에 친척을 잃었지만, 평화 구축의 15 년은 나에게 낙관론을 주었다"고	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31072	@MariamVeiszadeh 왜 질병. 나는 그것이 절반에 불과하다는 사실을 기쁘게 생각합니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31318	어제는 역사, 내일은 미스터리, 오늘은 선물입니다. 따라서 현재 # livelife # 친절 # live	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30632	내 강아지가 장난을 할 때는 사랑하지만 다리를 으쓱하면서 얼굴을 다치게 코 링을 대부분 제거했습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31458	@JaredWyand 트럼프 어쨌든 웃고 있지 않았다 그의 표현은 결코 변경되지 않습니다, 그것은 자부심의 순간 이었기 때문에 그는 웃고 있었다 인종 차별적 인 사람!	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31223	좋은 주인 버논 환영 조카, 베라루리오에서 \ n 나의 주님, 당신은 우리의 감정을 중단하고있는 것입니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30414	@ Chr1sMcLaughlin 그는 훌륭합니다 그해 우리와 함께 즐거운 플롯을 잃었다. 그 후, 팬임을 인정합니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30931	@APkrawczynski 혹시 KG가 선수로 인수되어 있기 때문에 소수의 소유자로 글렌에서 인수 할 수 있습니까? # optimism	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30341	내 미래는 밝아 야합니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31088	@wahrbear @marinarchy @ diam0ndsapph1re 그대로 공개적으로 반 과학은 다른 사람에게 반 과학을 호소하는 사람은 어느 정도의 기쁨이 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31606	@elevens_eggos_ 'El? '그는 부드럽게 포옹 전에 웃으며 그녀에게 향했다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30503	나는 2016 년이 정말 그만 둘 필요가 있다고 생각합니다 @ cthulhu4america 대 @ smod2016 twitter 논의합니다. 마지막에 뭔가 기꺼이 ya know?	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31464	왜 엔리케는 농구에 들지 않으십니까? # hilarious	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30053	배달 된 음식 #cheering # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30664	@ OrbsOfJoy 날짜를 계획하고 있습니다 ... 날짜처럼 기분이 좋을까 스무스입니다. fuckign \ n \ n10 / 10. 아이가 10 세 중 10 세에 성장하기 위해	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31164	@CScheiwiller는 미소를 멈출 수 없습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31002	teppu이 마도하우스 의해 애니메이션화 된 지 상상하십시오. & gt; _ & lt;	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30373	@huntermcaseyy 의해이 놀라운 live.ly 방송을보세요. # lively # musically	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31507	부정적인 것을 찾아내는 것을 시도하십시오. 네가 좋다고 알 수있다. \ n # 불안 완화 # 오뿌티즈무 # openminded	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30039	#ModernFamily 시즌 프리미어에서 @SofiaVergara 내 코미디의 구제를받을 수 있습니다. 단지 여자가 필요로하는 무슨! # hilarious	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-21478	# 우리의 마음은 내 마음을 떨고있다. 지금 나는 다음 에피소드 # apprehension & amp; amp; # 기쁨! # 빨리	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31129	난 그냥 내일 큰 작은 시스에 40 달러를 지출했습니다. 내가 행복으로 생각하지 않습니다. #SAW # mums	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31065	"현실을 직면하는 이상으로 가능한 한 정직하고 쾌활하게 설정하십시오."- 칼 메닌구냐 # 제 2의 하프 웨이 스	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31130	그녀는 부모에게 따뜻한 웃음과 웃음을 줄 것입니다 :) # Loveet	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30091	애완 동물 가게의 노동자에 "당신은 그들과 함께 놀고 싶어?"라고 묻는다. 가장 상쾌한 기분입니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31312	@davidplotz @Commentary 그녀는 당신과 같은 장난기있는 냉소를 쓰고있다! :)	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30969	지금까지 깨어있는 순간에 행복?	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31047	당신은 나를 행복하게합니다 @ 에탄도라란 @ 그레이 송도 랜드	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30811	너무 밝고 & amp; 밖에서 너무 더워	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30622	나는 언젠가 내 아이들에게 외치는 것이라고 걱정하고 그들은 내가 진지하고 있는지에 대해 혼란스러워하는 것입니다. \ n \ n 너무 장난기가 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31197	@yeldarbkered 당신은 아주 명랑한 젊은 영혼의 팬을 가지고 있습니다. :)	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30509	@arbitraryvlog이 좋은 live.ly 방송을 #lively # Musically	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30074	#smile 당신 주위 여러분의 하루와 하루를 밝게합니다. #smile 그것은 # 무료입니다. : -)	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30716	@jellzybean은 활기가 가득합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31589	웃음은 그렇게 강력한 것이며, 여러분은 웃고 웃고 있을까요? 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30876	돌로레스. 얇은 입술의 미소는 그녀가 블루스를 여성에 동참하도록 광택 입술을 장식했다. 언제나처럼, 언제나 기쁨.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30240	누군가를 행복하게 ^ _ ^	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30137	드리겠습니다. # 밝아진다. 당신 : # 확실히 #TimelessTips # friendship # 가족 # 포레스트 # 물 # 가족 # 강하게 # 강하게 # 신 # RoadSoFar # 당신 # LifeTrip	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30116	@RobRiggle @joelmchale @NFLonFOX 나는 아직 지미가로뽀로을 내 머리에서 나갈 수 없습니다. 그것은 거의 3 주간 계속되고 있습니다. 감사합니다! # hilarious	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30698	한편, 이른바 M 팬들은 거기에 앉아 있는지 모르겠지만, 다른 팀의 팬처럼 그들은 확실히 응원하고 있지 않다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31563	@JackHoward 크리스마스 에피소드는 정말 웃음 눈물로 저를 안았습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30794	@aradsliff 내가 nj에서 온 것을 우리가 최악의 목적에 있는지 모르겠다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30343	@ elise_awsome_11 # 통해이 놀라운 live.ly 방송을보세요. # 정말	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31591	#LethalWeapon PTSD 자살 수의사 ... 그래서 즐거운 ... ... 건배 시작 ...	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30424	@thebrandonrobert 의해이 좋은 live.ly 방송을보세요. # musically	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31488	나는 # 미소 좋은 # 나타났다 것이 먼 길을 걷고있는 것을 알고, # 당신은 당신이 더 진행되고 있다고 말했다. #quote #retweet # inspire	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30092	@yoshi_lucky 안녕. 미소로 시작하자! \ n 밝은 방식으로 인생을 즐기세요! \ n 걱정하지 마십시오!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31541	@EmbitteredIcon * Sam은 스티브의 입술에 웃음, 장난기있는 목소리로 그의 말을 매도하는 * 당신은 셔츠를 제거 하시겠습니까? 나는	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30277	@ elise_awsome_11 #lively # musically & nbsp;에 의해이 좋은 live.ly 방송을 봐 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30051	맙소사. 당신은 새로운 시리즈 'This is Us'를 봐야합니다 ..... wow. 내가 오랫동안 본 베스트 TV 프로그램. \ n # 눈물 #laughter # moretears	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30392	@bijayjanand \ n 시청자가 쟈나쿠으로 당신을 지켜 볼 만의 것이 아니라, 단순히 우리의 영혼, 마음, 생각을위한 치료입니다. #hearty respect🙏🙏	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30038	오늘은 YT에서 1000 명의 가입자에 도달했습니다! # happy # goodday # thankful	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30929	이것은 내 갈색 코는 아니지만, 나는 많은 주택 장관을 듣고있었습니다 만, @ GavinBarwellMP # nhf16 나에게 감탄했습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30940	나는 무작위 \ n 내 머리 터지는 그 메모리를 사랑하고, 내가 연령대 \ n # 바보처럼 웃고있는	기쁨	3 : 높은 기쁨 이 추측 할 수있다
2017-JA-30975	나는 매일 웃는 이유입니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30704	현상금 사냥꾼은 조금 활기가 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30534	명랑한 마음은 좋은 약이지만, 부서진 정신은 뼈를 건조시킵니다 .- 잠언 17 : 22-	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31265 & nbsp;이 뉴스 후, 나는 매우 기쁘게 기꺼이해야하지만, 나는 여기에 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31023	@GreatDismal @Bencjacobs 그들은 매우 영감 있기 때문에 기쁩니다. 그들이 이기고 있다고 확신하고 마침내 그들의 강인한 사람을	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30914	#twd 곧 # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30615	기쁨을 운반해서는 안됩니다. 트럭을 즐겁게한다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30848	친절하고 기분 좋은 차분한 햇살 같은 기후에 적합합니다. # Autumn	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31475	당신은 승리의 상쾌감을 느낄 수 있도록 도전을 받아들입니다. George S. Patton #quote # yeg	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30100	나는 호주에서 #marmite을 발견했습니다. `:) # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30323	오늘 나의 최고의 기쁨은 # 윈더 미어에서 수영을 때, 나는 위에 약 1 피트 비행 거위의 해골이었습니다. Breeze이 떨어지고 & amp; 유리하게되었다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30242	# 아름다운 # Snowgang ♥ @ Amynicolehill12 ♥ # Princess #fitness #bodyposi #haircut #smile # Whitegirlwednesday	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30798	2 명의 전처와 집이없는 1 개월 3 일이 악화 될 가능성이 있습니다. 방법은 모릅니다 만, 그것은 # oilandgas	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31483	생일 축하 쇼티. 느긋한 숙박을 최대한 즐기시기 바랍니다. @ daviistuart😘	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30255	나는 매우 장난기가 있습니다. 하하는 하루 종일 나와 함께 농담을 말할 것이다 누군가가 필요하기 때문에 질병은 결코 그것을 피곤하지 않습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31337	티와 산들 바람은 협업 앨범을 수행해야합니다. 포장과 노래는 격렬하게 불타합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30468	@thebrandonrobert에 따르면 live.ly의 놀라운 브로드 캐스트를 #lively # Musically	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30561	오늘 밤 뜨거운 아빠 숨막히는가 될 전망 나를 응원하고 있습니다 만, 단지 새로운 AHS의 에피소드를보고 싶어합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31485	제레미 목사의 집에서 폭발적인 게임과 목소리를 듣고 # 친목 # food # 칭찬 # gospel # coffey1617	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30596	그 여자는 다른 사람의 가구를 영원히 보관하는 것에 대하여 얼마나 명랑 사랑입니다. 나는 지금 그것을 팔고 있던 것이다. # 그랜드 디자인	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30476	밝은 sloth는 매우 좋은 사람에 대한 오래된 책에 주석을 달고 신들은 악마를 끝냈습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31025	@PoetryFound에 코멘트 섹션이 있고 당신은시를 유쾌한 엄지와 실망 엄지 손가락을 아래로 넣을 수 있습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30684	@lilymooregrant 당신은 그것을 마시는 날 울리고있었습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30415	웃음은 효과적인 진통제 인 것이 의학적으로 증명되고 있습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30427	@ShawnMendes Stitch의 #glee 버전이 있었다고. @GLEEONFOX # gleekforever	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30789	@ iamglenn35의 제 4 캐릭터? 아니 ... 너무 편하게 없습니다 ...	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30939	만행을위한 Barbaria의 @ Malkarii_ Korgoth 기쁨을위한 줄리안 왕, 그리고 Ariel ... 뜨거운 ...	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31590	나는 여기에 팬들이 많이 있습니다! Y'all과 vixx 나를 웃음 계속 ❤❤	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30075	나는이 영화와 @KekePalmer이 좋아하는 100 만 시간의 기쁨을보고 있습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30461	나는 사람들이 나의 기쁨을 주워 준다고 생각하지만, 그것은 잘되지 않는다. 어쩌면 내가 이모티콘 무거운 손을 내밀 필요가 있나요? 하	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30762	나는 NA 팀을 위해 응원하고있었습니다. 지금은 이것이 끝나고 Gaudreau 다시 오게하고 싶다. 너무 위험에 처해 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31424	@URClassless 나는 야한 배우가 약물 과다 복용으로 사망했다고 생각합니다. # glee	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30612	@BrightPigSEO @BrightPigSEO 우리는 가족이 만족할 수있는 가격에 당당한 직업으로 장례를 제공하고 있습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30486	@JoshuaLenon 자세히 설명하려고하는 당신의 의지에 감사하고 있다는 것을 나는 믿습니다. @ bobambrogi	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30009	@IndyMN 나는 휴일 다시 밝아지지 않는다고 생각하고, 당신을 만났다. # NiceBot	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30011	그것이 의미하는 것입니다! #happy # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30961	@CarolynTopol Ciara 그것이 SF 영화, Julie & amp; amp; Jen는 그녀의 전화에 클레어를보고, 조이 택시가 택시를 붙들 때 볼트를 조입니다. LMAO # 재미	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31557	당신이 .. # angry & gt; _ & lt; .... 당신이 #happy 때 결코 #promis을 만들어서는 안됩니다 :) : *	기쁨	0 : 기쁨은 가정 수 없다
2017-JA-30191	Lmboo, 내 조카를 사용하여 # 너무 재미	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31533	kurt 그대로 나야 .. 그것은 나쁜가요? # glee	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30021	당신이 뭔가 바보 같은 짓을 웃고있는 꿈에서 깨어 났을 때, 당신을 더 웃기는 # Hilarious	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31363	오늘 나는 내가 모른 대학의 대표 전화로 대답했습니다. 진화가 진실인지에 대한 그의 활발한 논의의 일부를들을 필요가있었습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31091	그리고 여자 당신의 향수를 사랑 해요. 당신이 뭔가를 시도하고 있습니다 🎧 # breezy	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30720	전성기의 대중화 역화 영화 촬영을위한 햇빛 : XUcQb	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30819	퀸 짧은 머리카락이 나를 슬프게한다. # glee	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30380	당신이 교수법을 배우고있을 때, @ Pharrell과 William James는 대화 가능성은 낮을지도 모르고, # happy video # WeAreCST	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30320	@ 5ftanomaly과는 별도로 내 모든이 참여하는 개인을 기쁘게 것에 대해 나의 기쁨은 그들의 기쁨에서 비롯됩니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31227	@seangrandillo 나는 당신에게 부탁해서 결코 미소를 중지합니다. 당신은 행복 해지고, 삶이 제공 할 아름다운 모든 것을 알고 있어야합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30102	우리의 훌륭한 댄서, Ruthann 매우 행복한 생일을 기원합니다! 우리는 당신의 날이 마법의 소원입니다! #bday # happy # eatcake	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31202	@ Harry_Styles💖 \ n 너무 순수 미소가 아닌 \ n 밝고 밤에 번호 \ n 별보다 사랑합니다. \ n 친절하게 따르십시오. \ n 해리? \ n - 90,127	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30979	@tabstamlyn @ lara_hunt1 나는 다음은 모두 반짝 반짝 빛나고 있는지 확인합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30919	이것은 주님이 만든 아름다운 날입니다. 나는 기꺼이 기쁘게 생각합니다!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30607	@ 약간의 자부심을 추가하면	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30993	오늘의 기하학에서 한나는 웃음을 외치기 시작했습니다. 스캔과는 "pp"라고 대답했습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31298	나는 @ScreamQueens의 시즌 2 제 1 화를 2 회보고 왔습니다. 그리고 여기에서 나는 아직 기꺼이 다시 그것을보고 계획하고 있습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30467	당신이 기꺼이 울고 있는지에 상관없이 하나님은 당신과 순간을 나누고 싶어합니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30924	당신은 승리의 상쾌감을 느낄지도 모른다 있도록 도전을 받아들입니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31504	@gothictana 기쁨입니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31022	누군가에게 성원을 보내는 방법을 알려줍니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31245	어떤 사람은 내 애인이 연한 녹색의 빛이라고합니다. \ n 달이 밝게 빛나는 언덕입니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30130	# 영토 지역 내용 : 나는 빨리 당신을 만족시킵니다; 오늘 하루 종일 기뻐하십시오. #Ps 90:14 #gladness #joy # delight	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31531	@SomeonesAnIdiot @ Sean10Lynagh 따뜻한 소송을 위해 NASCAR는 손실에 대응하기 위해 맥주 가격을 $ 0.07 올린다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30241	메트로 LRT 월터 데일를 넘어 가면 어떻게 될까? 😂 # Yeg	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30198	#personaldevelopment \ n \ n 오늘은 선물 때문에 선물이라고합니다. # 행복 # 오뿌티즈무 # 기업가 # 개인 개발 ...	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30599	무료 및 오픈에서 감기하세요! 재미! 상황이 더 익숙하기 때문에, 그것에 익숙해 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30356	새로운 일자리로의 이행은 당신이 이전 직장의 기쁨을 느낄뿐만 힘듭니다. 내 인생을 바꿔 주셔서 감사합니다 @LifeTeen! ❤️	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30864	@diehimbeertonis 그녀는 "강제 미소"를 개발했습니다. 나는 그것을 "조금 따뜻한 어쩌면 sanki biraz"고 설명하도록 강제 할 수 있습니다 :)	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30551	# RIP30 천사가 천국이 때문에 천국은 기쁨, Keifer 가정 내기도 속에있다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30363	당신은 승리의 상쾌감을 느낄 수 있도록 도전을 받아주세요!	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31131	@ 해리 _Styles 당신은 내 얼굴에 미소로 내 마음에 이길 수 있습니다. 당신은 가능한 한 친절 주셔서 감사합니다. 나를 따라 걱정? 96,127	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30470	@thetwattickla @NottRihanna LOL 아니, 스파클링 와인입니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-20601	연구에서는 # laughter의 70 %가 실제로 # 불안하다고 판단했습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30879	@Bridget_Jones은 즐거웠습니다. 내가 실망하는 것을 걱정했습니다. 확실히 그렇게하지 않았습니다. # chickflick # 간질이기 # comfuckonbridget	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30998	@FilthyFrank 내 처음 당신의 vids을보고, 나는 웃음으로 죽었다. 이것을 붙잡아	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31453	미소가 그녀의 최고의 커브 인 경우는 미인이라고 알 수 있습니다. 기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31235	@ therealpeela 행복한 비디오를 공유하기위한 @_JusDee_과 @djolder 감사하지 않았다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31028	@TheGoatShow @GameGrumps 지금은 탈출의 기쁨이 웜홀에 빨려 난 이상한 정확한이	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30060	@ GordonReid91 리드가 오늘의 기쁨에 포함되어 있던 나의 밤을 만들었다. 이러한 점의 일부는 훌륭했습니다. 감사합니다 @ andy_murray	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30403	@ u4uzoma Boss 당신이 기쁨과 재미있는 사람으로 당신을 참조하십시오. 당신은 직접 만나 있지 않습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30838	그녀가 우리를 볼 때 매우 당황했다. 나는 knvfkkjg 같았다. 그녀는 우리가 스토커라고 생각한다. 그리고 그녀는 기꺼이 우리를	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30077	내 미래가 계획되어 있기 때문에 나는 매우 행복 느낍니다. #goals #life #igotthis # yay	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30888	@ tomlinmayniac 나의 새로운 도전을 시작! 매일 영광 투표!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30988	18 '\ nMichael Carrick이 압도적으로 압도 된 맨 U 펀드와 MOU의 즐거움을 위해 인터넷의 뒷면을 크게 덮쳤다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30423	항상 EmotionalHedge ™ w #WPS을하고 있습니다. \ n \ n 나는 시작에 대해 불만을 품고 있습니다. 나는 TAMU -6에 있다고 말했습니까?	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30185	@reinervshunter 당신은 #staystrong #smile # yourebeautiful	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
