ID	Tweet	차원에 영향을	강도 클래스
2017-En-21030	@ ___margs @juliana_f_reyes 조금 마이클! 후속 주셔서 감사합니다, 그래, 난 당신이 훌륭한 기여가 될 것이다. 아소시 에이션 Juliana에서 루프	공포	0 : 두려움은 추측 할 수없는
2017-En-21153	빌라에 패배 ... '@ M0tivati0n 지수 : 사람들이 걱정하고있는 일의 대부분은 지금부터 몇 달 후에도 문제가없는 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20397	그것은 샬케에서 무서운 방어입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-22142	@SkySportsRL 난 그냥 좋은 심판을받을 것이다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21277	플러스 왜 크리스마스 4 일 전에 아기를 가지고 있나요?	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21169	계는 우리의 짐에 맞고 있고, 내가 그것이 그렇다고 생각하지는 않습니다 ... \ n \ n 모두가 조끼를 입고 있습니다! 만약 전염병이라면 무엇? # afraid	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21498	당신이 엉덩이를 흔들어 않은 경우, 나는 술에달라고하지 마십시오. 규칙 # 1 ..	공포	0 : 두려움은 추측 할 수없는
2017-En-20445	@GMModular @goldmedalindia 이러한 회사의 끔찍한 경험 # 골드 메달 #horrible 판매 인 # 잘못된 약속 # wrongproduct	공포	0 : 두려움은 추측 할 수없는
2017-JA-20381	처음 축제 전날 사무실에 도착하고 인터넷이 다운했을 때는	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21329	@devenmiddleton 내가 완전히 사랑, 그것은 사람들이 인생처럼 해외에없는 매우 심한 cuz을 느낄 때 나는 슬픈	공포	0 : 두려움은 추측 할 수없는
2017-JA-20554	최근 @firstdirect 변경된 내가 지금까지 발생한 최악의 서비스는 무엇이든 액세스하려면 DNA가 거의 필요합니다. # awful😩😩😩	공포	0 : 두려움은 추측 할 수없는
2017-En-21024	좋은 # 공포 영화 제안에 오픈. 다만 31를보고, 그것은 최근 모두를 팠다. 내게 뭔가 좋다. #movienight # netflix	공포	0 : 두려움은 추측 할 수없는
2017-JA-21928	곧 그것을 시작할지도 모르지만, 이름에 대한 어떤 아이디어 Fire Emblem Revelation에 대한 새로운 아바타 대해 생각할 필요가 있나요? 어떤 성별을 선택 하시겠습니까?	공포	0 : 두려움은 추측 할 수없는
2017-JA-21791	@MoviesTVNetwork 와우, 당신은 70 년대 영화의 무리에 정말 좋은 쇼핑을 입수 했습니까? 나쁜 때가 있었고, 지금보다 더 비참하게! # awful	공포	0 : 두려움은 추측 할 수없는
2017-JA-20384	@ 小前 응 그는 그냥 생각 밖에 가지지 않고, 절대 절망에서 태어난 절대 희망을 기대하고있다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20970	#hardyboys #impactonpop # wwe & nbsp;에 무슨 일이 있었는지 오랫동안 처음으로 TV를 시청했습니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-20960	당신의 나이와 인생을 불문하고 모든 것이 하나의 단순한 사실입니다. #start하면됩니다. - Jon Acuff # 영감 # quote	공포	0 : 두려움은 추측 할 수없는
2017-ja-21403	당신이 # 화장실에있을 때 지퍼가 달린 때 #panic의 순간과 당신의 청바지에서 나오는 유일한 방법이 #scissors입니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20557	물론, 오하이오는 끔찍 오하이오는 끔찍 etc, etc \ n \ n 이러한 감정은 당신의 전쟁에서 시작되었습니다. \ n \ n 그러지 아마 그래서 캠페인하지 제발?	공포	0 : 두려움은 추측 할 수없는
2017-En-22218	왜 불안을 느낄 때 당신의 에너지의 대부분은 # 샷을 촬영 했습니까? 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20677	@leeuwlion '오늘은 모피가 침착하지 않습니다'.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20314	@Fly_Norwegian 매우 간단 # 와일드 #airline #wairstairline 지금까지 사용한 적이 있습니다! #shocking #appauling #dire #dismal #beyondajoke # useless	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21478	# 우리의 마음은 내 마음을 떨고있다. 지금 나는 다음 에피소드 # apprehension & amp; amp; # 기쁨! # 빨리	공포	0 : 두려움은 추측 할 수없는
2017-ja-21821	@ 하이라이트는 무엇입니까? 지금 시즌의 하이라이트는 30 초 밖에 없다고 생각합니다. # venkysout	공포	0 : 두려움은 추측 할 수없는
2017-JA-22191	@torreBe 테 구스 터 미국의 공포 이야기 걸어 죽었나요?	공포	0 : 두려움은 추측 할 수없는
2017-ja-20070	@BigBossPeltonen \ nLikewise #death #cutting # despair	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20229	#terror 테스트 ................	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21771	죄송하지만, 게임 자체가 £ 20odd의 경우, # INI 게임 #DLC 항상 거의 130 파운드 상당의 가치가 있습니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-21949	그 방어는 우리의 심했습니다!	공포	0 : 두려움은 추측 할 수없는
2017-JA-21740	@FaithHill 나는 잘 기억 # 행복한 # 칭찬 # 긍정적 인	공포	0 : 두려움은 추측 할 수없는
2017-En-20975	나와즈 샤리프 테러의 연설 후 테러, Kejriwal 지배 구조에 대해 이야기 할 예정입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20483	@ CNN 기다리고, 도널드 트럼프가 모든 사실이 일어나기 전에 그것을 테러라고 불렀다 때, 그녀는 엉덩이의 사건을 일으키지 않았습니까? 그녀가	이렇게해도 괜찮다고 생각합니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-21587	지금까지 누군가를 찾고있는 바에서 친구를 통해 Tinder에서 터무니없는 악몽처럼 느낄 수 있습니다. 또는 적어도 일련의	공포	0 : 두려움은 추측 할 수없는
2017-En-21012	그리고 모두가 @KevinCanWaitCBS을 볼 때까지 기다리거나, 실제로는 기다리지 않는다고합니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-21624	기절하지 마십시오. 새로운 Cisco IOS의 취약성을 다시 발표되었습니다. 무엇이 충격적 일까? 이번주는 사용자가 패치가 맞춰져 있습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-20711	@ GlobeChadFinn 슬프게도, 충분한 이름이 없습니다. 고별 투어의 상황은 내가 좋은 가치 b로부터 부끄러워하게 될 것이다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21927	@loismackey_ @Dory nah way 끔찍한	공포	0 : 두려움은 추측 할 수없는
2017-En-21461	@ducktapepr @midnightaction @ juliea592 @ catherinerusse2 내가 생각하는이 무서운 ... # DirtyPeople	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20515	@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe !!! #cnn 바이어스를 걸어 돈만 걱정하지 않습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20656	연방 준비 제도 이사회는 금리를 인상하지 않습니다. 그들이 990이 신입 사원 양식 & amp; 안전망은 zilch입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21545	@sphiwememela ... 나쁘다. 나는 내 인생을 우려하고있다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-20106 & nbsp;이 인터뷰를 위해 펌핑되어 있지 않기 때문에	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-20192	하나님 께 맹세 당신의 전력 회사에서 스마트 미터를 얻을하지 마십시오, 8 개월 부당 청구 영국 가스에서 6 회 방문 # 야간 # stressed	공포	2 : 중간 공포가 추측 할 수
2017-JA-20996	오늘 AHS를 철저하게 즐기세요. #ahs # horror # americanhorrorstory	공포	0 : 두려움은 추측 할 수없는
2017-En-21112	조사는 # awe & amp; amp; 자신보다 큰 것을 # 이겨 버리면 엄청난 발상의 #creative boost로 연결됩니다. @outsideonline #write # thoreau	공포	0 : 두려움은 추측 할 수없는
2017-ja-21685	@ BuzzFeedAndrew @ MattMurph24은 불쾌한 왕따를보고하기위한 카운트 다운 시계를 시작합니다. 거짓말 쟁이 크리스티는 HRC 대통령 사면을 요구하고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20978	내일 피자 소개 날짜	공포	0 : 두려움은 추측 할 수없는
2017-En-20636	@VectoneMobileUK 최악의 고객 서비스와이 서비스 프로 바이더에서 전문성의 부족! #phoneprovider # badbusiness	공포	0 : 두려움은 추측 할 수없는
2017-JA-21247	모두 관계 할 수 없기 때문에 무서워요 모두가 행복하고 서로 기뻐하고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20622	어떻게 당신은이 플레이어가 플레이를보고 매니저를 비난 할 수 있습니까? 그것은 심각합니다. 우리 팀은 끔찍하다. 호세가 우리를 구할 수 없다면. 아무도 없습니다. # mufc	공포	0 : 두려움은 추측 할 수없는
2017-ja-21712	@ 그럼 난 당신의 남자를 사랑하고 있다는 것을 알고 있지만, # TheGreenInferno 정말 내 머리에 범 해져 ... (킥킥) .. 다시 해주십시오. #epic #ineed 요법	공포	0 : 두려움은 추측 할 수없는
2017-JA-21323	@Curculiunculus @ System1Politics 그래, 내가 전에 지적한 것처럼, 그것은 혐오의 정치입니다. 그래서 큰 후보자는 너무 무서워요.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21919	나는 심각한 분리 염려가 있습니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-20422	괜찮아 오늘은 폭력단 사이코 100을 시작하자. 나가 싸우지이 없다면	공포	0 : 두려움은 추측 할 수없는
2017-JA-21717	@ Cassena13 만약 내가 낙관론자가 아니라면 나는 절망 할 것이다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21212	나는 그에게 정면으로 말하는 것을 원하지 # 친한 #intimidate # nopanicattack	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-20810	누군가가 자신의 꿈을 쫓는 것을 누군가에 포기하는 것을 보았다. 당신은 평범한 곳에 살고 싶다고 생각해서 다른 사람이 그렇게해야한다는 것은 아닙니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21619	@ lhbrown1990 @Jimcummingsacme 내가보고 무서워!	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-20197	@ missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe 나는 아주 좋은 생각이있어 최악입니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-20831	@SteveBryantArt 내가 골든 티켓이라고 확신했습니다. 투어를 받는다. 실수한다. 무서운 것이 당신에게 발생합니다. 좋은 하루 되세요.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20507	@TenPercent @emmajtracey @MetroUK 전혀 놀라지 않습니다. 열차에 타고 있던 남자는 악몽을 내고 있습니다. #ignorant public	공포	0 : 두려움은 추측 할 수없는
2017-ja-20129	@GuardianAus @guardian은 대통령이 다음 대통령이된다는 현실적인 가능성이 있기 때문입니다. #clown # uspol # nightmare	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21534	#PeopleLikeMe 이유는 알 수 없지만, 내가 낙담하려고합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20235	@ jk_rowling 화가 oompa loompa 내 Boggart가 될 것이라고 결코 생각하지 않았다, 거기에 당신이있다. #boggart # PresidentTrump # nightmare	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21947	편두통 하루 종일. 요리를하기 위해 일어서 지금 다시 나는 피곤했다. GAD 우울증 & amp; 만성 통증 # 불안 # 발현 # 창	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20044	#AnthonyWeiner # DISTRACTION # 실제로 무슨 일이 일어나고 있습니까? #selection #election #Syria #terrorism #race # riots # GasCrisis2016 #NoDAPL # rape	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21465	@maggyvaneijk 노년기입니까? 우리의 나머지 사람들에게 희망은 없습니다. 50	무기력 될 예정 두려워	0 : 두려움은 추측 할 수없는
2017-En-20679	@Max_Kellerman 또한 NFL 코칭의 대부분이 무력하다는 데 도움이됩니다. Bill O'Brien의 플레이 콜의 일부는 정말 실수였습니다! # GOPATS	공포	0 : 두려움은 추측 할 수없는
2017-En-22140	금요일 10 페이지 분량의 수업이 있습니다. 누가 내가이 MFA 일을 할 수 있다고 말했다합니까? #GradSchoolProblems # Someonetelltinafeytohireme	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-22119	@ theurbanologist 터널! 나는 더러운 짹짹 생각 떨리는 ...	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21758	#fear를 외치는 MSM. 댈러스와 애틀랜타에서 아름다운기도의 항의를 기억하십시오. 낯선 사람이 웃는다. 우리는 서로를 강하게합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21261	우리가 가장 두려워하는 것은 일반적으로 우리가 가장 필요로하고있는 것입니다. - 팀 페리스 # 영감 # 영감 # 동기 # 공포 # 성공 # 벌꿀	공포	0 : 두려움은 추측 할 수없는
2017-En-21588	@ NGilbert92 @ _c0urtknee_ 웃음 그것은 나를 충격적인 나는 알고 😂 당신은 내가 겨울에 너무 추워 나는 숨을 듣게 될 것입니다	공포	0 : 공포 추측 할 수없는
2017-ja-21847	Shriekfest이 자원 봉사를 나란히하고 있습니다! 10 월 6 일 ~ 9 일, 심각한 질문 만 부탁드립니다! shriekfest@aol.com 무료 영화를 본다!	공포	0 : 두려움은 추측 할 수없는
2017-ja-21218	내가 카메라를 다시 데리러까지 약 7 주. 나는 10 월에 그룹 묘지의 촬영이 있다고 생각하지만, 나는 할 수있다! #photography # horror	공포	0 : 두려움은 추측 할 수없는
2017-En-21250	Gahh ... BT 대기열에 들어가 30 분. BT Sport 부문에 취소하고 다시 대기열에 다시 ... # 쇼킹	공포	0 : 두려움은 추측 할 수없는
2017-En-21360	@KimPiggie @kristasaidthis 아, 모든 사람이 tipo을 만들 수있다. 그것에 대해 자신을 괴롭히는 무서운 것입니다. 그것은 가볍고 매우 슬픕니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20861	가짜 포켓 청바지 # horrible	공포	0 : 두려움은 추측 할 수없는
2017-ja-20077	나는 그것을로드하려고하고있는 내 저장 파일을 삭제했습니다. 지금은 시작해야한다. 모든. 끝났다. 다시. 나는 누군가를 죽이는 것을 꿈꾸는 것입니다. 나를 위해기도하십시오.	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21282	나는 꿈에서 일어나서 내가 twitter에서 정말 늦게하는 말했는데, 그것은 10000 회 리토웨토처럼되었다. # 야간	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20290	당신의 몸이 당신이 투쟁 말할 때, 당신은 자고 있지 않습니다. \ n # 수면 # cantsleep # 마른 # restless	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20228	우리는 당신에게 아군하고있는 것을 부끄러워했다. 파키스탄은 #terror @ JudgeTedPoe 전쟁에서 당신 사이딩 약 50000 명의 민간인을 희생했습니다. 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21133	가짜 포켓 청바지	공포	0 : 두려움은 추측 할 수없는
2017-ja-20738	# nobody # 이해 #advocate 당신이 그것을 사용한다면 의미 #right #paditive이므로 # afraid하지 마십시오. 그것은 # POWERFUL & nbsp;입니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20323	## 스탠리 # Coren	"당신이 # 문을 나가서도 돌아 오지 않을 것을 걱정하고 있습니다. 두려워	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20571	난 그냥 내 아버지의 경보가 사라 졌다고 들었습니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-21936	Goodmorning 패밀리, 당신의 비판적인 조건이 당신의 기적을위한 길을 열 것을 알고 계십니까? #dont #worry #be # happy	공포	0 : 두려움은 추측 할 수없는
2017-ja-21782 & nbsp;이 하얀 부인은 그냥 내가 어떻게 보이는지, 6'4 '임을 문신을 가지고 운동 경기의 구축과 듀라구 착용에 따라 의심을 유발 그러자 나에게 말했다. 와우!	공포	0 : 두려움은 추측 할 수없는
2017-En-20635	거기에있는 고양이를 좀 살펴 보자. 와우. # AFLCatsSwans	공포	0 : 두려움은 추측 할 수없는
2017-En-20633	예수는 울었다! #trusty @metaltigerplc의 다른 RNS는 "가격 중시 뉴스, 가격 중시 뉴스 '등을 인용하고 있습니다. 여기 #Ramping은	공포	0 : 두려움은 추측 할 수없는
2017-En-21057	공포는 축복을 차단 믿음은 축복을 차단합니다. #ManUp # faith	공포	0 : 두려움은 추측 할 수없는
2017-En-22089	생일 축하 내 좋아하는 작가에 @ StephenKing #horror #writer # author	공포	0 : 두려움은 추측 할 수없는
2017-ja-21896	나는 어머니가 외출하고 있다고 생각했기 때문에 다른 밤은 공황 발작했지만, 사실 그녀는 아래층에 있고, 그녀는 hrjdjd 주위를 때리기 시작했습니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-21859	신체 졸려하지만 마음은 활발합니다. 너무 슬퍼 ... 30 분에 일에 대비할 필요가있다. 젠장!	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21203	트레일러 뭐야? @ karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan 나는 완전히 폭파입니다! # longingformore	공포	0 : 두려움은 추측 할 수없는
2017-ja-21742	#dreams과 #reality 사이의 공간을 두려워하지 않습니다. #dream 할 수 있다면 그것을 만들 수 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20645	@metrotrains 왜 pontefract monkhill에 액세스? # terrible	공포	0 : 두려움은 추측 할 수없는
2017-JA-20991	당신이 정말로 당신의 인생에서 더 하나님을 원한다면, 그것은 새로운 것이 번영하는 것을 허용하기 위해 오래된 것들 중 일부를 잃는 것을 필요로합니다. #stop # start	공포	0 : 두려움은 추측 할 수없는
2017-En-20482	# 키릴 투표는 토스터에 칼을 찌르는 것입니다 # 충격 # MakeAmericaGreatAgain	공포	0 : 두려움은 추측 할 수없는
2017-En-20691	솔직히, 내 친구들은 모두 bnc입니다. 나는 그것을 의미하고 있습니다. 그리고 나는 # 하하하 조치 기분입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20158	나는 Loughborough의 @BarclaysUK과 취업 인터뷰를하고 있습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-21682	크리스마스 이전 @alyssaxbeauty 악몽	공포	0 : 두려움은 추측 할 수없는
2017-En-20588	사람을 놀라게하려고하고있는 1 명의 무장 한 남자의 것이 무서운 유일한 것은 그의 1 개의 팔은 공포	0 : 두려움은 추측 할 수없는
2017-ja-20125	전쟁의 초점은 테러리즘에 있습니다 # UN은 # 최고 자유주의에 대처해야합니다. 공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21644	# ahs6 5 분마다 "지금 가서는 안된다"고 말했다. 'MOVE'또는 'GTFO'이므로,	공포	0 : 두려움은 추측 할 수없는
2017-JA-20943	@ Netflix_ME 페니 무서운 시즌 3?	공포	0 : 두려움은 추측 할 수없는
2017-ja-21822	행복은 ... 다음날 알람 시계를 설정할 필요는 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20021	오랫동안 깨진 치아를 무시하고 지금 농양이있다. 치과 의사가 필요하지만 기분이 나빠져 버립니다 .45 아직 치과에 갈 수 없습니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21091	@NativeApprops @SBShear @HuffingtonPost Shew. 그것은	공포	0 : 두려움은 추측 할 수없는
2017-JA-20452	누군가가 당신에게 "당신을 나눈다"며 자신이 말해야 할 것은 왜 매우 키가 큰합니까? # shocking	공포	0 : 두려움은 추측 할 수없는
2017-JA-20182	& lt; 내 머리에 너무 많은 혼란이 있습니다 만, 아직 처리하지 않은 최근의 작은 변화가 있습니다. #dying #panic #IveBeenBusierWhyAmIOverwhelmed : (& nbsp; 공포 2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20783 & n bsp; #anxiety과 #panic 공격에 특화하고있는 것을 알고 계십니까? 당신을 위해 내 모든 솔루션에 만지십시오. # Coventry	공포	0 : 두려움은 추측 할 수없는
2017-ja-21982	@joeyskawaii 나는 당신이 나를 모르는 것을 알고 있지만, 정신 의사는 심각하게 불안을 가진 사람들을위한 최고의 선물입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21222	다시 한번 찢어 주셔서 감사합니다 #Luthansa 400 유로에서 Frk 남성에 일방 통행이 충분하지 않고, 가방의 경우는 30 유로 게이트는 무료입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20602	오전 3시 45 분 병원에 간다! Elouise 물이 없어졌다! #Labour # LittleSister # superexcited	공포	0 : 두려움은 추측 할 수없는
2017-JA-20358	나는 매우 수줍음입니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21068	@Max_Kellerman 또한 NFL 코칭의 대부분이 무력하다는 데 도움이됩니다. Bill O'Brien의 플레이 콜의 일부는 대단해! # GOPATS	공포	0 : 두려움은 추측 할 수없는
2017-ja-21554	총을 가지고 가족과 함께 걷고 있어도 내가 긴장하고, 내 가족을 놀라게줍니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20751	@ManUnitedWriter 그는 무서운 전반을 안고 있었지만, 러시 포드는 공 #spaces 통해 그 부부의 말에 끝난 겠지요. 공포	0 : 두려움은 추측 할 수없는
2017-JA-21446	2008 년의 위기는 단순한 지진이었습니다. 지진 전에	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20254	공황 발작과 자신의 호소 진정한 팬은 내가 설명하는 단어조차없는 것처럼 나를 매우 화나게. 이것은 일부 사람들이 +	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21609	Good Morning! \ n \ n # 리더십 # healthcareIT # 소셜 미디어 #connector #ceo #writer #AI #EQ # security # 빅 데이터 #Growthhacking #tech # fear	공포	0 : 공포 은 추측 할 수없는
2017-ja-21702	@erickogi @citizentvkenya @ OfficialJMbugua 그러나 어떤 가격. 위기 일발 너무 많습니다 만, 아마도 그것은 다른 것들로 변환 될지도 모릅니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20251	@AmyMek이 너무 바보 난 지금도 웃을 수있었습니다 (우리 나라의 미래 울 생각이없는 경우). #despair # wakeupcall	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21266	오늘 우리가 살고, 부끄러워 불평등에서 위험 걱정 세계! # 석화 #Charlotte # shitworldforourkids	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-21105	그래서 남성에 메시지를 보내는 것은 "나는 지금 섹스를 위해 준비하고 있습니다"라고 걱정하고 있습니까?	공포	0 : 두려움은 추측 할 수없는
2017-ja-20080	@camilluddington 당신이 긴장 나를 구멍에 넣고 싶은 사실.	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-21652	@ maddie_truex 겨울의 한가운데 오전 5시 화재 경보에서 당신을 덮친다까지 기다리고 있습니다. 그들은 달콤한	공포	0 : 두려움은 추측 할 수없는
2017-JA-20454	@AOLUK @JamesHayr @TheDrum 내가 당신에게 어제 보낸 커뮤니케이션에 대처합니까? 나는 아직 연락이 없습니다 # 쇼킹	공포	0 : 두려움은 추측 할 수없는
2017-En-21566	아마 여성 이상의 사람에게는 유용 하겠지만, 나는 지하철에서 미움 받고있는 여성에 대한 기사를 재독하기 위해 최선을 다하고있다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21984	#fear - #sotoventures 사는 것을 거부합시다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20275	@SheriEShepherd는 #whitepeople이 많은 #blackmen을 # 두려워하기 때문에?	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20144	당신이 왜 난 항상 @nationalcares을 사용하는 이유를 깨달았다 @ 버젯 렌터카 !!!! 무엇 # 악몽! # disgusted	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21023	@JogglingDroid @BrancoCarmine @Otto_English 그래, # UK 꽤	공포	0 : 두려움은 추측 할 수없는
2017-JA-21794	무서운 방어를	공포	0 : 두려움은 추측 할 수없는
2017-En-22014	#NawazSharif 인도는 대화를 위해 받아들이 기 어려운 조건을 내걸고 있다고 말했다. # 인도의 유일한 조건은 테러리즘의 끝이다. : @ MEAIndia	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20699	그래서 남성에 메시지를 보내는 것은 "나는 지금 섹스를 위해 준비하고 있습니다"라고 걱정하고 있습니까? # shocking	공포	0 : 두려움은 추측 할 수없는
2017-En-21437	106.4 텔 포드의 집에서 리어 가든 알람이 발생했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20564	3 # tmobile # 매장 # 원래 # note7 # 고객과 제로 #results ... 무슨 일이야? # customerservice # 2hour # waittime	공포	0 : 두려움은 추측 할 수없는
2017-JA-21227	@chutneysupercat 안녕하세요 아름다운 브라우니, MM은 나에게 tuppytupperware라고 부르고있다 .. 그 끔찍한	공포	0 : 두려움은 추측 할 수없는
2017-En-21314	떠난 Shawty Lo에 경의를 표하며, 내가 Dey 나의 새로운 알람 시계 노래를 알고 있었기 때문에 매일 바른 자세로 깨어 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21776	내가 # 눈치 챈 것은 # 죽음은 아니지만, 죽음의 행위임을 깨달았다. \ n # 인생	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-20742	그리고 거기에 간다. 스웨덴이 경기에 이기면, 그 야생 시작 후 전혀 놀라지 않습니다. 너무 많은 경험을 공황된다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21670	투영는 인식이다. 그것을 다른 사람에게 보여줄? 당신은 또한 어떤 수준에서 당신에 그것을 가지고 있습니다. # anger	공포	0 : 두려움은 추측 할 수없는
2017-En-21546	@sandahlcarrie 당신의 코멘트는 우리, Carrie와 관련이 있습니다. 당신의 레코드 찾기 및 추가 정보를 DM합니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21992	#Trump에 따르면, 인증 된 불법 행위는 당신과 당신의 아이가 #Daromat @ HillaryClinton을 소비하고 #War에 갈지도 모른다는 의심하지 않습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-22206	나는 해리가 사람들을 다시 트윗 주길 바랍니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21336	씨발 미 .... 후아우워쿠 무엇을 보았습니까? ! ? ! #STAGESCHOOL 끔찍한입니다 ..... # 쇼킹 😮👎	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22024	안녕 여러분, 오늘은 대단한 #LTHE 채팅	공포	0 : 두려움은 추측 할 수없는
2017-JA-21333	로메로는 심각하게 내 11 개월 전에 그가보다 나은 끔찍한 놈입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20315	Accrington Stanley? 그들은 누구야? 전혀. 승리에도 불구하고 웨스트 햄에게 비참한 것이있다. 3 월 이후 무엇이 바뀌나요? # bbcfootball	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21199	지금까지 정말 외로웠 고 휴대 전화 폭발 계속하지만 당신은 그것을 손에 들고 사람들에게 반응 할 수 없습니까? #recluse # issues	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20470	@VectoneMobileUK 최악의 고객 서비스와이 서비스 프로 바이더에서 전문성의 부족! #phoneprovider #badbusiness # terrible	공포	0 : 두려움은 추측 할 수없는
2017-JA-20684	이봐, 텍사스 출신에 갈 킥 가신 다음에 돌고 있지 않다! 가고 싶다! #Texans # terrible # 즐기세요	공포	0 : 두려움은 추측 할 수없는
2017-ja-22204	당신의 친구가 음주를하고 싶을 때는 사회적 불안은 당신의 인생을	수행하기 때문에 당신은 아니오를 말할 필요가 있다는 것을 알고있다. 공포	3 : 대량의 공포가 추측 할 수있다
