ID＆nbsp; Tweet＆nbsp; ディメンションに影響する＆nbsp; 強度クラス
2017-ja-21427＆nbsp; この日は恐ろしいことではないと私は信じられません。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20774＆nbsp; @Nxrthstxr私はそれが、それらの成績である典型的なオファーの大変な事実だと思います。正確なケースではないことが判明したにもかかわらず、＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20857＆nbsp; あなたが悲しいことに私をいじめても、@ ltsukisはあなたを愛しています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21334＆nbsp; @HillaryClintonは明らかに@realDonaldTrumpが#normsを超えると感じます。あなたが#fear＆nbsp;何もない場合は#tax returnを表示してください。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20320＆nbsp; @ carlybigelow13最初にあなたは今あなたが私を打つことを望んでいる部屋を取る#bully＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-20489＆nbsp; ダムニット！ポストゲームの写真を取っているチーフス報酬で1400ポンドの恥ずかしがり屋になる。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20792＆nbsp; 私はあなたを逃げることをためらっているとは思わない。前回チェックしたとき、私の保険契約にはまだ「事故赦免」がありました。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20155＆nbsp; 昨夜、おばあちゃんの故郷で起こったことを聞いて、そのような恐ろしいニュース💔、誰もが大丈夫だと願っています。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20625＆nbsp; テキサンズは恐ろしい演奏をした。悪いプレーコール、ボールの悪い保護、悪い指導、悪い防衛、悪い全体的なパフォーマンス。#Texans #horrible＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20878＆nbsp; @moore_oliverこのように急いでいるかもしれないが、人々を止めて脅かす時間はたくさんある。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20402＆nbsp; @Taoist_Skeptic @jackaberlin @DrJillStein @politicususaダウトUは、トランプが少数民族を非難しているのを恐れているものがあります。女性＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21797＆nbsp; @BBCwaste私は彼がそれらを揺らすだろうと思います... @afneil＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21220＆nbsp; @hollywooddivas @TMZ_Sportsラリー・サンダースのような馬鹿達が私たちを恐怖に陥れている！最近、モロンはどのようにしてラッシュ2の審判員#Policeがすべての事実を持っていないのか？恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20761＆nbsp; @Policy_Exchangeプラスポイントは、彼女はルーズのためにキューに入れる必要はありません。それ以上の点は？いいえ、＃ショッキング＃セクシズムは考えられません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20082＆nbsp; r Uは授業の前で怖がっていましたか？重度の不安...何ですか？すぐにうつ病をチェックしてください！＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-ja-21692＆nbsp; #ParamjitGalwalは#Londonに行く道。市長のための#muslimの#hadistを選出していい仕事。あなたの未来への幸運#terror攻撃#sadiqkhan＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21488＆nbsp; @Doubtism私は歴史や他の人々についてではない、私はあなたについてです。私は誰もいじめられませんでした。私は3つの投稿を作成し、あなたは#bullyを攻撃します。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20579＆nbsp; #TerribleDebateQuestions国務長官、ロシアがすべてのテロリズムの背後にあるのは本当ですか？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21743＆nbsp; #picoftheday：どのように...なぜ...本当に... !! \ n＃おばあちゃん#picoftheday #lol＃ランダム#laugh＃チェア#of＃フューニクス＃ヴァージン＃カフェ#i ...＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21552＆nbsp; @Masonicmoron私はいつも更新を躊躇する。少なくとも、iPhoneユーザーが数ヶ月おきに耐えることは恐ろしいことではありません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21910＆nbsp; @BouchetPetersen @libe @dom_albertini @DavidDoucet Impossible intellectle！＃préjugés＃intolérance＃personnalitéアントリタール#intimidation＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22087＆nbsp; @ C1TYofFL1NTこれは私の夢をつかまえます。@JoePrich＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20893＆nbsp; #movienightの#bestadvice、#phone＆amp; amp; #startダイヤルすると、no1は#worldに伝えるために#startups #product＃serviceを知ります。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21031＆nbsp; 私は90年代のテレビのいじめ人を「オタク（nerd）」と呼ぶだろうが、ニューヨークの漫画に行くよりも、ちょうど私の右手の耳穴に1000枚のニッケールを押しつけるだろう。恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22120＆nbsp; @MSNBC @fox @cnn @realDonaldTrump @ HillaryClinton。彼の意見を述べるために恐怖を使う。深刻な陳述をする前に事実を知りませんか？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21092＆nbsp; 利益は、1日あたり5〜20％から1ヶ月あたり100〜300％です。さらなる結果についてはお気軽にお問い合わせください！info@fxventury.com＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20207＆nbsp; @ANI_news＃パキスタンは、＃カシミールの解決策が本当に必要な場合、国境を越えて＃テロリズムを止めるべきです。@narendramodi sir、#Indiaは行動する必要があります＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21131＆nbsp; #rocklandcounty suffern、nyでravisに行きます。素晴らしい料理、新しい#chef、素晴らしい雰囲気。サーバーに「twitter」と言い、無料で#appetizerを入手します。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20762＆nbsp; すぐに来るハロウィンパーティー！#turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #kittens＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22178＆nbsp; @ samsteinhpはプレスをやめ、@realDonaldTrumpは何か人種差別主義者を提案/言った。#shocking＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20242＆nbsp; #UNGAパキスタンでは、臆面もらった嘘の表情がはっきりとわかる！＃インドがテロに行動する時間。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-20107＆nbsp; 今日の職場からの帰宅の様子は、@ amityafflictionの#nightmare #dailyfeels＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20051＆nbsp; #ObamaLegacy  - 週1回の#riotsと#terror攻撃、400万人の死者#Syrians、ヨーロッパの#Perecutionを避けている#Jews、MEの#Christian #genocide .....＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-20516＆nbsp; #hillaryclintonとそのフォロワーは#BernieSanders #millennialsの#nervousです。＃人#POTUS＃JillSteinではなく#Warmongerに＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21756＆nbsp; 私の車椅子に縛られたお父さん#shocking＆nbsp;のための身体障害者洗浄施設を明言するために明日行くと@ 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21136＆nbsp; 1杯のお茶がないと、良い一日を始めることはできません！\ n \ n＃紅茶#start #day #goodday＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20582＆nbsp; 彼らに欺かれるよりも、友人を不信にするのはもっと恥ずかしいことです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20641＆nbsp; 誰かが恐怖の世界に来る私me＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21125＆nbsp; ハ！@mquirk @joshuahoodbooks NOLAのスターバックスで私たちの「会議」の後にあなたの本を手に入れました。ジョシュが素晴らしいと言ったら、私はすべて入っています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20119＆nbsp; 彼女は最初に行く。彼女は彼女の本を署名＆amp; 私はかろうじて自分の写真を撮ることができます。私は揺れています。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20100＆nbsp; そして、それはもっと怒って、彼らは降伏した人々を殺した。手を上げてください。手が見える場合は、あなたの人生を恐れるべきではありません。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21491＆nbsp; #ArchangelSummit @sethgodin誰もが勇気づけることができますが、他の誰よりも5分長くする必要があります。#leadership #fear＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20305＆nbsp; @CBCNewsカナダは民主主義の自由の原動力でなければなりません。代わりに、私たちは#dictator #misogyny #Sharia #Islam #polygamy＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21831＆nbsp; 父親の自宅に実際に拘束されています。火事警報は、彼のギャフや建物全体のためのものであれば、ナ・ダンノーから外れました。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21387＆nbsp; バークウェルのハイキングブーツでは少し大きすぎます。小さなテロ#GBBO＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20790＆nbsp; @Cory_Bonini APは、1週間前かGB前半かを生産していなかったので、Kalilはひどいです！@Vikings Dは現在、その最も強力な資産です。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21152＆nbsp; 本当に.....＃ジュマンジ2 ....ロック、ジャックブラック、ケビンハート...あなたは私のことを冗談していますか？WTF！#IsATerribleIdea #horrible＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20889＆nbsp; 私は盲目を失った....＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22105＆nbsp; @ JaredWyand @ilovetailingその女性のくちばしは、彼女の信者の低いIQと同じように衝撃的です。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20735＆nbsp; #Partnersは、#intimidatedされることなくあなたと並んで＃ウォークしようとしています。#WhoIsIT＃Part2 #RelationShift #CLifeMacon＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21748＆nbsp; ライブサポートが実際に役に立った場合、@wowairsupport it great worldは素晴らしい＃夜間＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21571＆nbsp; すべてが終わったら、それは決してランダムではないことがわかります！#thoughts #restless #CrossoverLife＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20734＆nbsp; ...同じスピーチで しかし、彼は国のテロリズムで外国の手と資金を言及した。👍\ n＃ProudOfYouPrimeMinister＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21060＆nbsp; フンズはコーヒーの歓声の箱のようなものです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20426＆nbsp; @myaeggs私は彼女の気持ちをよく見ていけません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21808＆nbsp; @Challengesophie @TEDxトーク#Challenge #map＃インプレッション#stayunststableを愛する＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20009＆nbsp; 私のバスは車のクラッシュにあった...私はまだ少し揺れている...今週は絶対の恐怖だった、これはケーキのアイシングだった...＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-21395＆nbsp; @ DsWorld18あなたはそれを聞いた？原因地面の揺れに関するメッセージが表示されています 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20365＆nbsp; #Muslimsはテロリズムの原則的な犠牲者です。より多くのイスラム教徒は、他の誰よりもこれらのテロリストの手で死んでいる。#YounusAlGohar＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-21324＆nbsp; @ rockcock64 cumと絶望＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-22128＆nbsp; Idk何故この時間が痛いほどの時間を覚えているのですか、私はずっとそれらをあまりにも懐かしく思っています＃家族＃友人#nervous＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20281＆nbsp; イエスは泣いた！#rusty @metaltigerplcの別のRNSは「価格重視ニュース、価格重視ニュース」などを引用しています。ここの#Rampingは#shockingです。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21608＆nbsp; @AASadeq私は中断されても人々を恐れる？LOL＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20053＆nbsp; @RoseTintMyWorId絶対的な悪夢と仲良くする😓＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-21100＆nbsp; アクションはすべての成功の根底にある鍵です〜パブロ・ピカソ＃インスパイア＃クォート＃アクション＃サスティン＃スタート＃サスペンド＃成功＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22173＆nbsp; 民主主義は機能しません。\ n #mob #mentality #mass #hysteria #mongering #oligarchy＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21921＆nbsp; 私の人生では、なぜ誰もが@LifeOfDesiignerを見るためにお金を払う理由を理解できません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20608＆nbsp; @LakersTakeoverそれはそれほど深刻ではありません。#HOUvsNE＃虚偽の＃は、あなたの気持ちを＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22080＆nbsp; 私の財布を失い、ライフガード＆amp; 早い段階でVC @YSJFCとして社会人を育てる 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20919＆nbsp; @AOLUK @JamesHayr @TheDrum私はあなたに昨日送ったコミュニケーションに対処するのですか？私はまだ連絡がありません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20632＆nbsp; @BrandedByCas私は大学を始めたとき、私はそうだった。それは恐ろしいですが、おそらくより良くなるでしょう。あきらめないで＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20984＆nbsp; 新しいタイヤ＆amp; 私の車の警報システム。今fwm！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21281＆nbsp; @littlepieces顧客サービスが関与し、最終的には完全に手を洗う。#dreamornightmare＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20955＆nbsp; いいえ、私たちの教授にケミカルクイズを月曜日に移動させるだけでは不十分です。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22208＆nbsp; うん、オーウェン・ガリオットは、それは大変だったと私に言った。彼の仲間の誰もそれを持っていなかった:)＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22001＆nbsp; 振戦!!! \ n＃微動＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-21749＆nbsp; ライブサポートが実際に役立っていれば、@wowairsupport世界は素晴らしいことでしょう。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20154＆nbsp; 私はパニックになってしまいました。そして、後でそのように明らかに良くはありません。あらゆる機会に、私はそれを＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20983＆nbsp; #BobMarleyが実際に＃彼がどれくらい得意になったかということを恐れてしまったのだろうか？：o＃420＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20767＆nbsp; 私はベークウェルのタルトが嫌い...アーモンドのエッセンスの味はちょっと恐ろしいです！#GBBO＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21251＆nbsp; Gahh ... BT、待ち行列に入って30分。BT Sport deptにキャンセルして、もう一度待ち行列に戻ってください。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21442＆nbsp; "心配はあなたが決して持っていないかもしれない問題の前払いです"。ジョイスマイヤー。#motivation #leadership＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20497＆nbsp; 男が湿った犬の混合物のような匂いのある電車に乗ると、古い汗と下水が働いています!!!!＃グロス#horoff #getoffthetrain＃smelly＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21868＆nbsp; @HillaryClintonには耐えることができず、習慣的な嘘つきには耐えられません。トランプファンではなく、市民が何をするのですか？＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21691＆nbsp; @ 1StevieKilner @KachelaMurray愚かではない - 彼女はそれらを恐れたくはない！😆＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20005＆nbsp; @mgcsartwork群衆のtatinof bcの後に私は泣き始め、パニック発作で全力を尽くしたので、彼を感じる。恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-ja-21703＆nbsp; 私は、右と左のTwitterの間の分割を橋渡しし、新しいTweet切り捨てのものがひどいことを言うと思います。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21616＆nbsp; 金曜日はここにあり、今夜と明日は開いています。あなたのハロウィーンのジャンプを取得し、私たちと遊ぶ。#hauntedattraction #tulsa #haunt＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21078＆nbsp; 偉大な人のために行くことを諦めるのを恐れないでください。 - ジョンD.ロックフェラー＃引用＃息抜き＃素晴らしい＃モチベーション＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21511＆nbsp; ＃Obama #DOJはUSAを破壊しました！これらの#CharlotteProtestは#Fergusonに戻る＃テロリズムの行為です。テロリズムはどのように対処すべきですか？恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21594＆nbsp; @ steph_baker7私は今朝私のアラームをオフにしようとしましたが、代わりにすべてのアラームをオンにしました。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20285＆nbsp; @ Sami_3499ああああ！#nomorehammocks＃nightmare;）＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-21369＆nbsp; 私はシャワーに足を踏み入れた。すぐに私の頭の上にクモが見えてきました。#terror＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-JA-20803＆nbsp; ラジオはちょうど私にビートルズが彼らの最終的なアルバムのために歌を歌うことを決めたかのようなGaGaが国に行くと言いました。恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21373＆nbsp; @ ddcl2519 @ABCいいじゃない。他の人に害を願うことは嘆かわしい。あなたのコメントはあなたがどのように人間的で人間的であるかを示しています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20271＆nbsp; 朝の午前8時に不自由な子供＃両親が＃ショッキングを見る間に花壇を根で刈り取ることはありません。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21596＆nbsp; アメリカのホラーストーリーと今夜の冷や汗？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20690＆nbsp; 私の学校の写真は正直に恐ろしいですが、私はとても見ています＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20169＆nbsp; 私は大丈夫です、心配しないでください。私はより良い子だったと思う。私は減速しようとしています。私はあなたを失望させて申し訳ありません。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21904＆nbsp; @ Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @ MikeConnelly9マッシフの平均22000 ... #shocking＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20253＆nbsp; このMacのアップデートは私にはある種の不安があります。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20231＆nbsp; この記事を読むために試してみよう。「会話を前進させる：同性愛＆amp; 4スクエア教会の誰かからのキリスト教 "#nervous＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20272＆nbsp; #ntfcモウリーニョは、イブラとラッシュフォードを連れてくることを心配している。#panic＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-22127＆nbsp; @ value4tax @Hopkins_Alisonクイーンズベリーの一部は衝撃的な恥です。駅からモリソンへのルートはゴミで＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20951＆nbsp; @AlanAlanconway同じですが、それほど素晴らしいわけではありません。私にとって月のホラー映画です。今年のMy Favホラー映画（これまで）＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20163＆nbsp; 本当に外出したくないですが、私はいいえません。デフオには逃げる恐れがあります。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20302＆nbsp; 恐ろしい車に乗っていない。恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-22022＆nbsp; @ ZachZaidman衝撃的な＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20752＆nbsp; 一晩中電話をつなぐのを忘れた 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20874＆nbsp; 私の甘い王女が到着する準備ができています。今週の土曜日に私は彼に37週間おきます！#excited #nervous＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20101＆nbsp; アンドリューの手が揺れ始め、彼は「私は死ぬことを願っています。今のように」＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21416＆nbsp; 暴力団のように働いている警備員が私を脅かして自分の家とどうするか教えてくれるのは信じられない。#terrify #annoy😡＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-20193＆nbsp; 私は#Twitterで@katrinalawを見つけられなかったときにパニック発作を起こしました。私のTwitterは変わっています。私はまだ彼女を見ることができます。#NyssaAlghul＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20959＆nbsp; 今後のプロジェクトについては、@ StephenKingのCUJOのコピーを手に入れようと思っています。#amwriting＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20241＆nbsp; @BartholomewDそれは大したことじゃない！私たちはKirribilliの地方の魚/チップ場に行きます#terrible＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20440＆nbsp; @ExpressScriptsはshd b embrrssdします。私のbpの薬を2回アップすると3〜5日かかりますか？全く表現していない。#expressscripts＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21234＆nbsp; @britishairwaysのウェブサイトで休日のフライトを予約しようとすると、夜明けになります。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20726＆nbsp; @ SueWallace78ピーナッツバター？あなたは何か変態？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21516＆nbsp; Yall rllyは、ハッピーハートのハッピーハッピーハッピーハッピーハッピーハッピーになる。ウルアレルギーがなければ、私はtrynaではありません。柔らかいです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20369＆nbsp; @NRA @HillaryClinton彼女は銃を奪うことについて何も言わなかったが、今は銃の販売のためのあなたの愚かな恐怖の戦術を知っていただろう。恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21311＆nbsp; @AdoreDelano病気になる... VIPチケットで！あなたに会うのを待つことはできません。私が前に賞賛した有名人に決して会ったことがない！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20196＆nbsp; 私は熊に慣れていた、私はコヨーテに慣れていた、私はオオカミのアイデアが大好き。しかし、これは難しいです。私は牧草地や松の木を恐れたくはありません。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-22078＆nbsp; 単独でいることは孤独であることよりも優れています。寂しいよりも悪いことを知っていますか？空である。そうです！\ n＃孤独#aloneinthecity #fear＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21219＆nbsp; 私がカメラをもう一度拾うまで、約7週間。私は10月にグループ墓地の撮影があると思うが、私は作ることができる！#photography＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20819＆nbsp; @BlairWitchMovieは新しい映画を愛しています。\ n＃BlairWitch #blairwitchproject #horror #HorrorMovies＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20769＆nbsp; #alarmプリセットはありません#lifeは#wakemeupします。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21507＆nbsp; 頭が溶けて、非常に疲れていますが、寝ることはできません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20931＆nbsp; @ Wild_Lucario_ *あなたを怖がらせた？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20353＆nbsp; 私が参加した最悪の@EGXだけでなく、私が過去5年間に行った最悪の短所の1つに値するでしょう。#terrible＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21434＆nbsp; カーネルパニック=発汗、くしゃみ、つっか、くしゃみ、涙、泣き。明らかに私の体は唐辛子に問題があります。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-22239＆nbsp; #contrastsを探してください。＃行動は＃カモフラージュかもしれません。衣類は＃シェルです。#bullyは#babyの中にあるかもしれません..... " -  Professor Caroline Taylor＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21094＆nbsp; @pixietangerine @hatersbackoff私はそう終了！私はそんなに揺さぶっています。そして、私はとてもコリーンとファンドの誇りに思っています！誰もが驚いています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20133＆nbsp; @ prw190 #zionist = #terror \ nこの子供が＃パレスチナ人か#Muslim \ nシオニストであることを、＃ユダヤ人の子どもたちからの子供の欲望を盗んで@ 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21800＆nbsp; ＃パキスタンは「テロリスト国家」であり、＃ワーの犯罪を行います：#India to @UN。\ n #UNGA #UN＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20956＆nbsp; @OC_Transpo何週間か問題はありませんが、今週は信じがたいです - 普通の12バスを走っていますか？#solate＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21274＆nbsp; @chelsysayshi @Adweektouché！私はもっ​​と注意を払い始め、これをテストします。🕵🏻♀️#AdweekChat＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22171＆nbsp; 私はとても不安を抱えています。＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-21141＆nbsp; それは＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21848＆nbsp; @PridefulSamurai恐ろしいもの＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20236＆nbsp; #beyond naming＆amp; シェーミング; 広大なスペースがあります。#terror state ... v * wait tilその他＃これを...＆amp; あなたは自分で自分で料理をしないでください。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21020＆nbsp; #Bozzelliと#BenEvansで始まります。良い#startのために願って！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21190＆nbsp; それを見ることは続く。これは超変な映画です。#scary＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21750＆nbsp; 女王のように考える。女王は失敗するのを恐れない。失敗は偉大なものへのもう一つの足かせです。オプラウィンフリー＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20370＆nbsp; 私は@windows 10を使用しなければならないたびに壁をパンチしたいと思っています。言い換えれば、最悪の製品はこれまでに＃windows10 #killme＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
