ID	Tweet	분노	기대	혐오스러운	두려움	기쁨	사랑	낙관론	비관론	슬픔	놀라움	믿음
2017-Ko-11066	나는 파인애플을 좋아하지 않는다. 나는 단지 피자 위에서 먹는다. 요리를하면 찌르지 않는다.	0	0	1	0	0	0	0	0	0	0	0
2017-Ko-21925	@ThomasHCrown @laurakfillault 역사적인 복음 주의자로서, Donatists가 요점을 가지고 있는지 궁금하네요? 내 fmr에서 어떤 무서운 성직자. 동그라미.	0	0	1	0	0	0	0	0	0	0	0
2017-Ko-10397	@iamsrk 젠더 바이어스는 무엇입니까? #indignant이 환상적인 새들의 딸이 가죽 자켓을 선택할 것입니다. 정말 고마워요.	1	0	0	0	0	0	0	1	0	0	0
2017-Ko-10225	행복한 결혼 기념일을 어떻게 알 수 있습니까? 행복하지 않다면 .. #bitter #ampalaya #paitpaitanangpeg	0	0	1	0	0	0	0	0	1	0	0
2017-Ko-21170	Apocalypse가 우리 체육관에 부딪쳤다. 그리고 나는 그것이 ... \ n \ n 모두가 조끼를 입고있는 것이라고 생각했던 것이었다! 전염성이 있다면?	1	0	0	1	0	0	0	0	0	0	0
2017-ko-20712	#goksfillyourhouseforfree는 다시 채워야합니다. 오래된 쓰레기로 집을 채우십시오. #shocking #junk #trash	1	0	1	0	0	0	0	0	1	0	0
2017-KO-20122	글쎄, 위대한 대칭입니다! 고속도로에서 정지를 뒤집는 것! #anxiety #stepoffthethetheyougottobekiddingme	1	0	0	1	1	0	1	0	0	0	0
2017-ko-30307	@paulzimmer가이 놀라운 live.ly 방송을 #lively # 생생하게	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-21443	그것은 공황 상태가 아니라 정직합니다. 그들이 얼마나 괴롭 냐고. 우리는 루니를 앞쪽으로 가지고 있습니다	1	1	1	0	1	0	1	0	0	0	0
2017-Ko-11214	13 시간 @ 버스 타기로 나를 # 건 드리면 죄송합니다	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-40026	슬픈 저녁 - 하비의 새장과 소지품을 모두 청소합니다. 이제 최종. 안녕히 가세요. #depressing	0	0	0	0	0	0	0	0	1	0	0
2017-Ko-21559	그래서 나는 오늘 아침 빌어 먹을 불안 공격을 한 이후에 그 미친놈에 대해 스미스 드드와 얘기하기로 결정했습니다.	1	0	0	1	0	0	0	0	0	0	0
2017-ko-40443	긍정적 인 생각을하려고, 그리고이 상황이 나를 싫어하게하지 마라. ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨	0	1	0	0	0	0	1	0	0	0	0
2017-ko-20962	# 빠지기 시작한 #amazing #start였습니다. #Indiansummer가 될 것인가?	0	0	0	0	1	0	0	0	0	0	0
2017-ko-30996	낮에는 @JeffProbst가 즐겁습니다. # TribalCouncil에서 그는 다른, 더 어두운 동료입니다. 아직도 간단하지만 미소는 거의 없습니다. #Survivor	0	0	0	0	1	0	1	0	0	0	0
2017-ko-20231	이 기사를 읽는 것을 배워라. '앞으로 대화를 옮기는 것 : 동성애 & amp; 정사각형 교회의 누군가로부터의 기독교 "#nervous	0	1	0	1	0	0	0	0	0	0	0
2017-Ko-11302	@ jbanks88 공격은 3 번의 redzone 트로피를 기록 할 수 없습니다. nbs는 플래그를 가져올 수 없습니다. ni는 다트 리그로 연결되는 플래그를 놓쳤습니다.	0	0	1	0	0	0	0	0	1	0	0
2017-ko-31544	ari는 들썩 들썩 해 보인다. 내 힘이 너무 많다.	0	0	0	0	1	1	0	0	0	0	0
2017-ko-40181	휴일 블루스 데! #WantToGoBackToMinehead.	0	0	0	0	1	1	0	0	0	0	0
2017-ko-10304	@ RepDelBene : '오늘의 진행과 모든 과정은 우리 구성원들에게 모욕이다.'	1	0	1	0	0	0	0	0	0	0	0
2017-ko-31101	세상에는 더 많은 웃음과 더 많은 사랑과 더 많은 것을 필요로합니다. - RM 드레이크.	0	0	0	0	1	0	1	0	0	0	0
2017-ko-30581	@Bookselenaxxx @ Hustler @Bookselenaxxx @ Hustler \ n👅💦👅💦👅💦👅💦👅💦👅 그 뜨거운 음탕 한 기쁨을	0	0	1	0	1	0	1	0	0	0	0
2017-Ko-10914	@SSheil은 어젯밤 Ulzana의 Raid를 우연히 보았습니다. 잔인하게 분개 한 영화 제작이었습니다.	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-20592	@Rocks_n_Ropes 오늘 물품을 반환 할 때 계산원이 무례한 것을 믿을 수 없습니다! 귀하의 고객 서비스가 느슨합니다.	1	0	1	0	0	0	0	0	1	0	0
2017-ko-22128	Idk 왜,하지만이 시간이 너무 힘들어서 상처를 입는다. 나는 이미 그들 모두를 그리워하고있다. #filly #friendly #friends #nervous	0	0	0	1	0	0	0	0	1	0	0
2017-ko-31208	부모님의 말을 듣고 그들이 자랑스러워하는 말을 듣지 못하는 무한한 기쁨의 파도를 이끌어냅니다.	0	0	0	0	1	1	1	0	0	0	0
2017-Ko-41391	@Micky_A_Lawson 패디 맥 네어 (Paddy McNair)는 합류하여 최고 득점자입니다 ...... 예. 하하에 가라 앉은 저메인.	0	0	0	0	1	0	1	0	0	0	0
2017-ko-40339	좋은 짧은 쇼는 너무 많이 제공하고 & amp; 슬프다. 깜둥이들 중 일부는 얼굴 앞에서 너무 늦게	1	0	0	0	0	0	0	0	1	0	0
2017-Ko-30075	나는이 영화와 @KekePalmer를 사랑하는 100000000 시간 동안 즐거운 소음을보고있다	0	0	0	0	1	1	1	0	0	0	1
2017-Ko-11460	그룹 간 관계에서 #anger는 사람들을 외부인에 대해 부정적이고 편견없는 용어로 생각하게 만듭니다.	1	0	1	0	0	0	1	1	1	0	0
2017-ko-30135	@LindseySanford @implemeasured 이것은 나를 기쁨과 함께 킥킥 웃게합니다!	0	0	0	0	1	1	1	0	0	0	0
2017-ko-20169	나는 괜찮아 걱정하지 마라. 나는 더 나은 아이 였으면 좋겠다. 나는 천천히 노력하고있어. 실망 시켜서 미안해.	0	0	0	1	0	0	0	1	1	0	0
2017-Ko-41337	SRV의 'Voodoo Child'는 Jimi보다 약 76 배 더 좋습니다. #guitar #music #blues	0	1	0	0	1	0	0	0	0	0	1
2017-Ko-20614	@RealMichaelKay 오티즈의 찬사에 대해서도 귀찮게합니다. 양키스가 그랬다면 오 올레 팬들과 조직이 어떻게 느끼겠습니까? #awful	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-10780	@ leener00 @ libbyfloyd1 @G_Eazy 내 스냅은 andriaprebles입니다. ❤️	0	0	0	0	1	1	0	0	0	0	0
2017-ko-20140	오후에 면접 #ek	0	1	0	1	0	0	0	0	0	0	0
2017-ko-10650	현재의 지구 버스트 팀과 테스트를하고 있습니다	0	1	0	0	0	0	1	0	0	0	0
2017-ko-20713	100 달러는 Teufel이 내년 전에 조직 내에서 '재배치'되었다고하지만, 나는 그것이 더 일찍 이루어 졌으면 좋겠다 ... #Mets # thirdbasecoach #terrible #lgm	1	1	1	0	0	0	1	0	0	0	0
2017-Ko-20621	@bryony_gordon 토요일에 오늘 딸기를 기다리는 토요일에 딸기 냄새가 좋고 축축한 반란의 구름이 피어 오릅니다. 나는 멀어지고, 구역질 나고, 우스꽝 스럽다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40554	@MarGraham 나는 그것으로 실제로 사로 잡히고있다, 그들의 출발의 바로 생각은 나에게 우울과 감사하는 양쪽이 아니라 모두를 느끼게한다. 안전 여행	0	0	0	0	1	0	0	0	1	0	0
2017-ko-10629	@WWE는 이번 주 토요일 WWE 네트워크에서 열린 라이브 이벤트 Brock vs Orton 2입니까? 그렇지 않다면 그럴 필요가 있습니다! :) #wwe @ RandyOrton @HeymanHustle #revenge	0	1	0	0	1	0	0	0	0	0	1
2017-ko-20320	@ carlybigelow13 먼저 방을 가져 가세요. 나를 괴롭 히고 싶습니다. #bully	1	0	1	0	0	0	0	0	0	0	0
2017-ko-10349	gh가 몰리와 모건의 유대 관계를 망 쳤음을 영원히 화나게했습니다.	1	0	0	0	1	0	0	0	0	0	0
2017-ko-30303	우리가 플로리다에서 약 15 년 전에 시작한 아이티 교회에서 2 일 걸려온 전화. 자체 빌딩 인수 준비. 내가 알길 원했다. #rejoicing	0	0	0	0	1	1	1	0	0	0	1
2017-ko-30291	요리하는 법을 아는 것이 매우 중요합니다. 심지어 더 나은 점은 400 평방 피트의 장소에서도 넓고 건강한 가정식 달걀 국수를 먹을 수 있다는 것입니다.	0	0	0	0	1	0	0	0	0	0	0
2017-ko-22077	@HartRamsey #UPLIFT 당신이 여전히 낙담한다면 UR은 잘못된 목소리를 듣고 & amp; 잘못된 소스를 찾고 있습니다. 여호와를 바라 보아라.	0	0	0	0	0	0	1	0	0	0	0
2017-Ko-10724	@TDsNation 나는 모든 동영상을 보지만 나는 미치광이가 더 좋아!	0	1	0	0	1	0	1	0	0	0	1
2017-Ko-21739	@ 페이스트 힐 차관보는 잘 기억하고 있습니다. # 기쁜 # 긍정적 인	0	0	0	0	1	1	1	0	0	0	0
2017-En-31120	나는 여전히 웃고있어. '새끼는 내 베개를 가져 갔어.'선 #glee #kurt	0	0	0	0	1	1	0	0	0	0	0
2017-ko-40204	Payet이 1 월이나 @ 계절에 끝나면, 내가 그를 비난한다고 말할 수는 없습니다. 그 소년은 미주에서보고있는 것에 대해 낙담해야합니다.	0	0	0	0	0	0	0	1	1	0	0
2017-Ko-21939	@cazzrhughes는 현재의 정치 토론을 반영했습니다. #awful	1	0	1	0	0	0	0	0	0	0	0
2017-ko-10358	@coltonflurry @ StrangeFacesLA JC가 VIC가 AFP에서 우승했다고 말하기 전에 CBS에서 모든 라이브 피드를 취소했습니다. 폴. IMO에서 우승했을 것입니다. #bitter	1	1	1	0	0	0	0	0	1	0	0
2017-Ko-11341	@ ThatAnt_ @Football_Pollss 나는 많은 침착 한 빌라 팬들을 만났습니다.	1	0	1	0	1	0	0	0	0	0	0
2017-ko-20893	#bestadvice from #movienight, #phone & amp; amp; #start dialing, no1은 #startups #product # service를 알 수 있습니다. 0	0	0	0	1	0	1	0	0	0	0
2017-ko-20001	나는 너무 긴장해서 이야기하는 것에 대해 생각해도 ****** 죽고 싶다.	0	0	0	1	0	0	0	0	0	0	0
2017-ko-22219	이 일이 너를 괴롭히는 데 다시 오기를 바란다. 그런 다음 내 가장 낮은	1	0	0	1	0	0	0	0	0	0	0
2017-ko-20755	나는 초콜릿 우유 굽는 사람 위에서 @ kohara19가 어떤 남자에게서 축구 공을 훔치고, 그것을 돌려주는 것을 거부하는 상업을 좋아한다. #bully	0	1	0	0	1	0	0	0	0	1	0
2017-KO-21000	내가가는 곳마다, 내가 집과 같은 맛으로 숨 쉬는 공기. ' - @The_Currys # 대단한	0	0	0	0	0	0	0	0	1	0	0
2017-ko-30474	@itzdevin #lively #musically & nbsp;로이 놀라운 live.ly 방송을 시청하십시오. 0	0	0	0	1	0	0	0	0	0	0
2017-ko-31475	도전의 수락을 통해 승리의 기분을 느낄 수 있습니다. George S. Patton #quote #yeg	0	0	0	0	1	0	1	0	0	0	1
2017-Ko-30520	@ 88Palouseriver @ABC @NRA 일부 바보가 유전 풀에서 빠져 나올 때마다 기뻐합니다.	1	0	0	0	1	0	1	0	0	0	0
2017-Ko-11514	@iAmSJ 저는 고객들에게 너무 화가났습니다. 나는 화가났습니다.	1	0	0	0	0	0	0	0	0	0	0
2017-Ko-10907	그냥 #pottermore에 합류하여 HUFFLEPUFF로 정렬되었습니다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-30809	진동의 단계를 연구합니다. 얼마나 기쁜지. 😐🔫	0	1	1	0	0	0	0	1	0	0	0
2017-Ko-11484	LGBTQ 미디어는 우리 지역 사회에 정보를 제공하고, 영감을주고, 즐겁게하고 단결시켜야합니다. 플랫폼 2에 목표를 달성 한 사람이 2 명을주지 않아야합니다. 4주의를 모으게됩니다.	1	0	1	0	1	0	0	0	0	0	0
2017-Ko-11117	JV 여자들은 오늘 W와 Stonington을 2-1로 벌어들입니다. K Waite와 S Winakor의 목표. @ DeluciaAlexis 1 지원. @mhseccathletics # relentless	0	0	0	0	1	0	0	0	1	0	0
2017-ko-22104	🙄 나는 처음부터 다시 시작하고 싶다.	0	1	0	0	0	0	1	0	1	0	0
2017-ko-30393	이제 우리는 우리가 마침내 우리가 다음 도시에 직면하고 있음을 드러내는 마침내 경기를 승리하게 된 것을 기뻐했습니다. 이 인생은	0	0	0	0	1	0	1	0	0	0	0
2017-ko-30504	나는 강포 한 표정을 지닌 그녀의 표정이 단조롭고 활발한 대화가 그녀를 보았다.	0	0	0	0	0	0	0	0	0	0	0
2017-ko-20128	@nigglydz lydiaaaa, 우리는 당신이 나를 긴장하게 만든다는 것을 알았던 유일한 사람들이었습니다.	0	0	0	1	0	0	0	0	1	0	0
2017-ko-30935	#blackish에는 항상 #rollin & nbsp;이 있습니다. 1	0	0	0	1	0	0	0	0	0	0
2017-Ko-10109	@ devincameron23이 나를 차단하면 맹세합니다. 나는 그녀를 뒤에서 칠 것입니다.	1	0	0	0	0	0	0	0	0	0	0
2017-ko-40950	@ Magrove86Mark @clareftballnews 저지 장갑? #dark	0	0	0	0	0	0	0	0	0	0	0
2017-ko-21527	이것이 내 생각을 불어 넣을만큼 마음을 아프게합니까, 아니면 그냥 성적으로 누군가를 괴롭 혔습니까? #WHOA # 마음에 드는 #huh # 복귀 #fright # 대합실 😂	0	0	0	1	1	0	0	0	0	1	0
2017-ko-21364	#안녕하세요! ^^ 오늘 시작하는 한 # 시작하는 것이 중요하지 않습니다. '나이'는 오직 마음 속에 존재합니다. 당신은 #Timeless입니다	0	0	0	0	1	0	1	0	0	0	0
2017-ko-31209	왜 불쌍한 남자들을 트위터 링하니? \ n 그게 무슨 소용이 있니? 내가 명랑 할 수 없다면, 나는 조용히 간다. 놓친, btw	0	0	0	0	0	0	0	0	1	0	0
2017-Ko-41494	@OzelleM 남자가 # Ultra가 카니발을 홍보하고 있다고 상상해보십시오. 저는 여러분이 # 중요한 회장이 될 필요가 있다고 생각합니다. 아무 소리도 들리지 않으므로	1	1	1	0	0	0	0	0	1	0	0
2017-Ko-10147	당신이 떠난지 이틀 후에 우편에 도착하는 양식을 받기 위해 700 마일을 여행 할 때 느끼는 느낌. #fume	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-21016	@residentadvisor, 충성도 높은 고객을위한 모범적 인 고객 서비스 #jk #residentadvisor #poorservice	1	0	1	0	0	0	0	0	0	0	0
2017-ko-10865	@huwellwell CLP 회원이 선택한 하나! MP 석은 사람들이 동료들과 함께 할 수있는 것이 아니라 후보자를 선출합니다. #fuming	1	0	1	0	0	0	0	0	1	0	0
2017-Ko-21017	매년 나는 보편적 인 스튜디오에 가서 공포의 밤에 3 륜 롤로갑니다.	0	0	0	1	1	0	0	0	0	0	0
2017-ko-40213	내가 아버지라면 어떻게 될지 궁금해. # weary	0	1	0	1	0	0	0	1	1	0	0
2017-Ko-11447	사람의 의견이 나를 전혀 괴롭히지 않습니다.	0	0	0	0	0	0	1	0	0	0	1
2017-ko-20378	@ NaziaMemon01 네 테러 지원 공포 테러 포장 ..	1	0	1	1	0	0	0	0	0	0	0
2017-Ko-10734	분노는 싸고 공손은 비싸다. 모든 사람들이 예의를 가질 것으로 기대하지 마십시오. #ThoughtfulTerdayday #politeness	0	0	0	0	0	0	1	0	0	0	0
2017-Ko-11112	@MegMuphet 나는 너를 불쾌하게 할 뜻이 아니었다. 나는 개인적인 경험으로 말하고 있었다. 아이들이이 수업에 참여하고 이점을 얻습니다.	0	0	0	0	0	0	1	0	0	0	0
2017-Ko-10529	어젯밤에 내가 쓰고 있었던 것에 대해 성적인 분개와 혼란에 대해 이야기하고 있었기 때문에 이상합니다.	0	0	1	0	0	0	0	1	1	1	0
2017-ko-40712	@RashidAlMaktoum # 심각한 # 중개인의 경우 #project 또는 #Owner에 대한 모든 필수 정보가 우편으로 발송됩니다.	0	0	0	0	1	0	0	0	0	0	0
2017-ko-20276	@iSmashFizzle 그게 항상 나야. 나는 항상 생강 캔디, 박하 기름 및 바다 띠를 실었다. # 불안;	0	0	0	1	0	0	0	0	0	0	0
2017-Ko-21070	이봐 요, 내 이름은 #DarthVader입니다. \ n 내 흡입기를 펑펑 내야 할 것 같은 느낌입니다. (나는 랩퍼가 아니지만 아픈 바입니다.) # 숨쉴 수없는 # 바 #rap	0	0	0	0	1	0	0	0	0	0	0
2017-ko-40598	@BookOfKaells @ quennell3_ 블루스가 없습니까?!	0	0	0	0	0	0	0	0	0	0	0
2017-Ko-10656	#Yan의 마지막 날지기	1	1	1	0	0	0	1	0	0	0	0
2017-ko-21845	@BenjySarlin @MargieOmero @MonmouthPoll은 걱정하지 않으려 고합니다. 그는 위스콘신을 뒤집습니다.	0	0	0	0	0	0	1	0	0	0	1
2017-Ko-11420	오, 그래 오징어 얼굴 마담 17 xbox1 나를 만나러	0	0	0	0	0	0	0	0	0	0	0
2017-ko-30887	[B41에 평온의 순간] 자기야 : 나는 ISIS를 원한다! 이시스를 줘! \ n 엄마 : 쉬! \ n 베이비 : ISIS를 원해! \ n 웨스트 인도 여성 : 그녀는 무엇을 원하니? \ n 엄마 : * 아이스크림 *.	0	1	0	0	0	0	0	0	0	0	0
2017-Ko-10852	장미 향은 제가 구입 한 최고의 물건입니다	0	0	0	0	1	0	1	0	0	0	1
2017-ko-20339	신입생의 절반이 내가 키가 크면 어떻게해야합니까?	1	0	0	0	0	0	0	0	0	0	0
2017-ko-11636	@ JordySloan은 Jordy #가 복수를 사랑한다는 것을	1	0	0	0	1	1	1	0	0	0	0
2017-ko-22022	@ ZachZaidman 충격적	1	0	1	0	0	0	0	0	0	1	0
2017-ko-31458	@JaredWyand 트럼프는 어쨌든 웃지 않았고, 그의 표정은 결코 바뀌지 않았습니다. 그는 평온함의 순간 이었기 때문에 웃고있었습니다. 인종 차별 주의자가 없었습니다!	0	0	0	0	0	0	0	0	0	0	0
2017-Ko-41514	@SalterUK 내가 구입 한 저울 두 번째 세트는 배터리 교체 후 작동을 멈췄습니다. 이것이 당신이 알고있는 문제입니까? #unhappy	1	0	0	0	0	0	0	1	1	0	0
2017-ko-30187	이 놀라운 live.ly 방송을 @brooke_bridges # musically	0	1	0	0	1	1	0	0	0	0	0
2017-Ko-10236	@ThomsonCares Sam- 예, 있습니다! 도움이되지 않습니다. 우리는이 정렬을 빨리해야합니다! 당신은 일어나지 않는 유망한 물건들을 가지고 있습니다 !!!!	1	0	1	0	0	0	0	0	0	0	0
2017-ko-20950	그들은 그녀가 우승하는 동안 경외심을 뚫어지게 볼퀴 쓴 것을 용납 할 수 없었다.	0	1	0	0	1	1	1	0	0	0	0
2017-ko-31300	미적분할만한 결합 몫을 충분히 처리하기 위해 단결 할 통역에 난해한 잡지 : 물론	0	0	0	0	0	0	0	0	0	0	0
2017-Ko-11292	누군가 kik me @ montanashay_ \ n # kikme #snap	0	1	0	0	0	0	0	0	0	0	0
2017-ko-20676	전반적으로 끔찍한 전반전이었고 나는 목표물을 생각해 낼 수 없다. \ n \ nAgainst Accrington Stanley.	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-10114	@VerizonSupport는 내 아내와 나는 오늘 아이폰을 받고 있었고 둘 다 잃어버린 ETA #thanks #angry	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-41253	@antoboyle 나는 언젠가 연극을 통해 스페인에 올 수 있었으면 좋겠다. 나는 그것을 볼 수 없다고 믿을 수 없다.	0	0	0	0	1	0	1	0	1	0	0
2017-ko-11631	복수하기	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-21412	내 새 학교의이 소녀는 너무 귀여워.	0	1	0	0	1	1	1	0	0	0	1
2017-Ko-21922	#Peiyophobilia :) @anirudhofficial의 충고는 #Devil을 두려워하지 않습니다! 물론 shot✌ @ iam_str 목소리가 더 정력적입니다 .Xtremly foot tapping one 👌	0	0	0	1	0	0	1	0	0	0	0
2017-Ko-21852	하와 즈는 Balochistan의 BLA, Kulbhoshan Yadhav의 인도 자금과 테러에 TTP를 사용하는 방법에 대해 Nawaz가 말해야한다고 생각합니다.	1	0	1	1	0	0	0	0	0	0	0
2017-Ko-11488	당신이 사람들에게 & amp; 세계 전반, & amp; ALL #police는 가장 나쁜 것입니다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40502	자매 : (캐나다 선수는 응달이됩니다.) Jonathan Toews는 깜짝 놀라며 왜인지 모릅니다. #WorldCupOf 하키	1	0	1	0	0	0	0	0	1	0	0
2017-ko-10622	@ SarahMi40605180 @kaileighhxo 버블을 버려서 미안하지만 결코 환상이 없었습니다.	0	1	0	0	1	0	1	0	0	0	0
2017-ko-40963	술에 취하지 않는 주말 🙂🙂🙂	0	0	0	0	0	0	0	0	1	0	0
2017-ko-30249	Rojo는 그렇게 재밌다.	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-11657	1 / 4 시간에 링 얼굴을 얻을 수 있을까요? 확실히 머리가 붉어 질수록 머리가 붉어 질 것입니다. #freingding sosok #ruok #ALCLCatsSwans	1	0	1	0	0	0	0	0	0	0	0
2017-ko-11233	@summar_rose @turehndebushra @_taaz_mania @fxla_ 당신에게서 한 번 더 모욕감을 털어 놓습니다. 당신이 죽으면 Idc입니다. 당신이 내 아빠라면	1	0	1	0	0	0	0	0	1	0	0
2017-Ko-41328	@ nickb88 @ 버스터 _ESPN 소나무 라이더	0	0	0	0	0	0	0	0	0	0	0
2017-ko-41262	그래서 물이 섞여 있습니다. \ n 신사와 자유가 있습니다. - 우울한 물은 거짓말을합니다. \ n 무딘 물에서 나오는 광선은 없습니다 .- 포도 나무	0	0	0	0	0	0	1	0	0	0	0
2017-Ko-31197	@yeldarbkered 당신은 꽤 영리한 젊은 영혼의 팬을 가지고 있습니다. :)	0	0	0	0	1	1	1	0	0	0	0
2017-Ko-21711	쿠퍼 씨처럼 떨리는군요, 우리는 교수형에 처해 있습니다	0	0	0	0	0	0	0	0	0	0	0
2017-ko-31382	유엔 병을 사용하면 내 마음이 실제로 웃음에서 붕괴 될까 봐 걱정됩니다.	0	0	0	1	1	0	1	0	0	0	1
2017-ko-41248	오, btw - 우울증이없는 6 개월의 시간이 지나면 지금 재발이있었습니다. 멋진	0	0	0	0	0	0	0	1	1	0	0
2017-Ko-21691	@ 1StevieKilner @KachelaMurray 바보 같이 굴지 마라. 그녀는 놀라지 않을 것이다! 😆	0	0	0	1	1	0	0	0	0	0	0
2017-ko-22133	내가 좋아하는 모욕은 곧은 백인 남성에게서 나옵니다. 보통 '키가 크고 뚱뚱한 레즈비언'입니다. 😂 겁 먹은 형제 야?	1	0	1	0	1	0	0	0	0	0	0
2017-Ko-10176	내 앞에 앉아있는 소녀가 암소 & 껌처럼 그녀의 잇몸을 씹고 있습니다. 인스턴트 메신저 🤗	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40864	슬픈 느낌이들 때마다 나는 monsta x를 듣고 내 곰 인형을 잡고 항상 기분이 좋아집니다	0	0	0	0	1	0	0	1	1	0	0
2017-Ko-21724	나는 항상 너무 부끄러워	0	0	0	1	0	0	0	1	1	0	0
2017-Ko-21026	나는 내 강력한 종아리로 사람들을 위협하기 때문에 사이클링을 좋아한다. 끔찍한 탄 선.	0	0	0	0	1	0	0	0	0	0	0
2017-Ko-11216	젤리 아기가 제일 좋아하는 모욕입니다	0	1	0	0	1	0	1	0	0	0	1
2017-ko-30116	@RobRiggle @joelmchale @NFLonFOX 나는 여전히 지미 가문을 머리에서 꺼낼 수 없으며 거의 ​​3 주 정도되었습니다. 고마워요! #hilarious	0	0	0	0	1	0	0	0	0	0	1
2017-ko-40708	#Jazz - # 블루스는 뿌리이고 나머지는 과일입니다	0	0	0	0	1	0	0	0	0	0	0
2017-ko-10678	@SonOfTheDovah * 그녀는 그 안에 감동적인 분노를 느낄 수 있었고 그녀의 손을 가져갔습니다. * 우리가 함께 있으면, 우리는 모두 안전 할 것입니다 .-	1	0	1	0	0	0	1	0	0	0	0
2017-ko-21393	나는 앞으로 3 개월 앞으로 빨리 달릴 수 있으면 좋겠다. 그러면 내가 어디에서 내 여자, 수업, 농구와 함께 있는지 알게 될 것이다. Rn 순수한 # 걱정이 있습니다	0	0	0	1	0	0	0	0	0	0	0
2017-ko-20424	미국인들은 대체로 대부분 경계 절망을 느끼고 있습니다. 통제 불능 상황보고.	1	1	1	1	0	0	0	1	0	0	0
2017-Ko-20011	오늘 # 내 불안감이 높아지면서 왜 그런지 모르겠습니다. 때로는 내가 우주에서 자유롭게 움직일 수있는 불안감을위한 자석인지 궁금해합니다.	0	0	0	1	0	0	0	1	0	0	0
2017-ko-21876	@ETimsNet 나는 그가 얼마 전에 떨어 졌으면 좋겠다. 의심 할 여지없이	0	0	1	1	0	0	0	0	0	0	0
2017-Ko-10486	다음 시리즈의 @BearGrylls는 유명 소방 쇼를하고 불타는 건물에서 그들을 모두 잡아 내고 보이스 오버를 할 것입니까?	1	1	1	0	0	0	0	0	0	0	0
2017-Ko-20597	Zika #Hoax Files : DEET는 뇌를 타겟으로하는 이원 화학 무기의 일부입니다 : # 독소 # 신경학 #USCitizens # 감염 # mammal	0	0	0	1	0	0	0	0	1	0	0
2017-Ko-30534	쾌활한 마음은 좋은 약이지만 분쇄 된 정신은 뼈를 말라 버립니다 .- 잠언 17 : 22-	0	0	0	0	1	0	1	0	0	0	0
2017-ko-20896	@lindseylouwho_ 텍사스가 풀과 홉킨스에게 기회를주기 위해 공을 잡을 수 있다면 좋을 것입니다 !!! #awful #TNF	1	1	1	1	0	0	0	0	0	0	0
2017-ko-30256	@ LFScott57 미스 쿠키가 그녀에게 감사를 보냅니다! 그녀는 예전처럼 spry가 아니야. 나처럼! 그녀는 어린 새끼들이하는 모험을하지 않습니다!	0	0	0	0	1	1	0	1	0	0	0
2017-ko-31599	u havent 수영을 배웠을 때 🤔하지만 운동을 계속하므로 밀도가 높아지고 부력이 덜 들지만 수영은 무섭지 만 수영은 불가능합니다 😞	0	0	0	1	0	0	0	1	1	0	0
2017-ko-30304	특정 즐거운 20 곡 제목 engiybhekayo, yasezayoni가 있습니다. 르 분위기가 필요합니다	0	0	0	0	1	0	1	0	0	0	0
2017-ko-20849	@ Tolumanda 그것을 사랑해! 정말. @Deedeey_가 가르쳐 준 것처럼, 두려움은 환상 일 수 있습니다. #coaching #fear #courage	0	0	0	1	1	0	1	0	0	0	1
2017-ko-40719	비관론자는 모든 기회에서 어려움을 봅니다. 낙천주의자는 모든 어려움 속에서 기회를보고있다. \ n- Winston S. Churchill # quote	0	0	0	0	0	0	1	1	0	0	0
2017-KO-21684	@InfluensterVox @irontekfit 요가를하기 전 아침에 #IronTekFit 단백질 쉐이크를 좋아합니다! #ESVoxbox	0	0	0	0	1	0	0	0	0	0	0
2017-KO-21103	@turoturok 모든 것이 해결되었다는 소식을 듣고 기쁩니다. 다른 것이 필요한 경우 주저하지 말고 Google에 문의하십시오. 타이!	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-21185	@ Varneyco / @ FoxBusiness에서 #Chelsea Bombing + # Ahmad_Khan_Rahami가 아프가니스탄 / 파키스탄 #tcot # 테러에 최신 소식을 전합니다.	1	0	0	1	0	0	0	0	1	0	0
2017-ko-30306	그들이 유쾌한 놀라움을 가져 오기 때문에 우회로를 기대하십시오. #lifequote #delight	0	0	0	0	1	0	1	0	0	1	0
2017-Ko-41017	@ClearwaterJazz 2016에 너무 흥분하고 있습니다 !! 우리는 10 월 16 일 일요일 3시 30 분에 메인 스테이지를합니다 !! #jazzholiday #riesbrothers #rock #jam	0	1	0	0	1	0	1	0	0	0	0
2017-Ko-10894	나는 그들이 함께 움직이는 두 번째를 부수고 태우는 mchanzo 신혼 여행을 위해 살고 죽습니다.	0	0	0	0	1	0	0	0	1	0	0
